text,id,label,annotator,annotation_id,created_at,updated_at,lead_time
INTRADAY UPDATE  DANGEE GIVEN ABOVE 368 TOUCHED FIRST TARGET 372 (MADE HIGH OF 374.90) ,987,"[{""start"": 17, ""end"": 23, ""text"": ""DANGEE"", ""labels"": [""symbol""]}, {""start"": 36, ""end"": 39, ""text"": ""368"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 61, ""end"": 64, ""text"": ""372"", ""labels"": [""touched""]}]",1,993,2022-09-13T05:50:34.776091Z,2022-09-15T14:20:24.713286Z,10.123000000000001
DANGEE... GIVEN AT 368 ALSO TOUCHED SECOND TARGET 376 (HIGH : 379) ,986,"[{""start"": 0, ""end"": 6, ""text"": ""DANGEE"", ""labels"": [""symbol""]}, {""start"": 19, ""end"": 22, ""text"": ""368"", ""labels"": [""enter""]}, {""start"": 50, ""end"": 53, ""text"": ""376"", ""labels"": [""touched""]}]",1,992,2022-09-13T05:50:28.505297Z,2022-09-15T14:20:17.968513Z,8.703
BTST : CGPOWER CMP 169 ,985,"[{""start"": 7, ""end"": 14, ""text"": ""CGPOWER"", ""labels"": [""symbol""]}, {""start"": 19, ""end"": 22, ""text"": ""169"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,991,2022-09-13T05:50:22.401207Z,2022-09-15T14:20:13.148764Z,5.579000000000001
INTRADAY : BUY SUNTV ABOVE 450 SL 445 TARGET 456 - 462 ,984,"[{""start"": 15, ""end"": 20, ""text"": ""SUNTV"", ""labels"": [""symbol""]}, {""start"": 27, ""end"": 30, ""text"": ""450"", ""labels"": [""enter""]}, {""start"": 34, ""end"": 37, ""text"": ""445"", ""labels"": [""sl""]}, {""start"": 45, ""end"": 48, ""text"": ""456"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 51, ""end"": 54, ""text"": ""462"", ""labels"": [""exit2""]}]",1,990,2022-09-13T05:50:17.945374Z,2022-09-15T14:20:09.649507Z,129.35
DON'T MISS  INTRADAY : BUY MANINFRA ABOVE 77 SL 75.50 TARGET 80 - 83 ,982,"[{""start"": 27, ""end"": 35, ""text"": ""MANINFRA"", ""labels"": [""symbol""]}, {""start"": 42, ""end"": 44, ""text"": ""77"", ""labels"": [""enter""]}, {""start"": 48, ""end"": 53, ""text"": ""75.50"", ""labels"": [""sl""]}, {""start"": 61, ""end"": 63, ""text"": ""80"", ""labels"": [""exit""]}, {""start"": 66, ""end"": 68, ""text"": ""83"", ""labels"": [""exit2""]}, {""start"": 12, ""end"": 20, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,988,2022-09-13T05:48:04.524756Z,2022-09-15T14:20:02.003101Z,11.854
INTRADAY : BUY PDMJEPAPER CMP 33.40 SL 32.25 TARGET 36 - 37.50 ,977,"[{""start"": 15, ""end"": 25, ""text"": ""PDMJEPAPER"", ""labels"": [""enter""]}, {""start"": 30, ""end"": 35, ""text"": ""33.40"", ""labels"": [""enter""]}, {""start"": 39, ""end"": 44, ""text"": ""32.25"", ""labels"": [""sl""]}, {""start"": 52, ""end"": 54, ""text"": ""36"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 57, ""end"": 62, ""text"": ""37.50"", ""labels"": [""exit2""]}]",1,983,2022-09-13T05:47:37.031438Z,2022-09-15T14:19:51.097866Z,14.309999999999999
MANINFRA.. ABOVE 77 TOUCHED 78.50 ,975,"[{""start"": 0, ""end"": 8, ""text"": ""MANINFRA"", ""labels"": [""symbol""]}, {""start"": 17, ""end"": 19, ""text"": ""77"", ""labels"": [""enter""]}, {""start"": 28, ""end"": 33, ""text"": ""78.50"", ""labels"": [""touched""]}]",1,981,2022-09-13T05:47:19.305143Z,2022-09-15T14:19:42.482262Z,8.109
PDMJEPAPER —> BTST LOOKS LIKE 38+ ,974,"[{""start"": 0, ""end"": 10, ""text"": ""PDMJEPAPER"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 32, ""text"": ""38"", ""labels"": [""exit""]}, {""start"": 14, ""end"": 18, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,980,2022-09-13T05:47:13.017964Z,2022-09-15T14:19:38.347240Z,6.772
BTST : BANCOINDIA CMP 163.50 ,973,"[{""start"": 7, ""end"": 17, ""text"": ""BANCOINDIA"", ""labels"": [""symbol""]}, {""start"": 22, ""end"": 28, ""text"": ""163.50"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,979,2022-09-13T05:47:07.262813Z,2022-09-15T14:19:35.059395Z,5.8340000000000005
INTRADAY : BUY LYKALABS CMP 108 SL 106 TARGET 114 ,969,"[{""start"": 15, ""end"": 23, ""text"": ""LYKALABS"", ""labels"": [""symbol""]}, {""start"": 28, ""end"": 31, ""text"": ""108"", ""labels"": [""enter""]}, {""start"": 35, ""end"": 38, ""text"": ""106"", ""labels"": [""sl""]}, {""start"": 46, ""end"": 49, ""text"": ""114"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,975,2022-09-13T05:46:52.243803Z,2022-09-15T14:19:30.351660Z,8.408999999999999
INTRADAY : BUY TARC ABOVE 35.50 SL 34 TARGET 41 ,967,"[{""start"": 15, ""end"": 19, ""text"": ""TARC"", ""labels"": [""symbol""]}, {""start"": 26, ""end"": 31, ""text"": ""35.50"", ""labels"": [""enter""]}, {""start"": 35, ""end"": 37, ""text"": ""34"", ""labels"": [""sl""]}, {""start"": 45, ""end"": 47, ""text"": ""41"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,973,2022-09-13T05:46:41.039412Z,2022-09-15T14:19:25.025301Z,9.404
TARC IS ALSO FOR DELIVERY BASED WITH SL OF 31 TARGETTING... 48 - 52 ,966,"[{""start"": 0, ""end"": 4, ""text"": ""TARC"", ""labels"": [""symbol""]}, {""start"": 60, ""end"": 62, ""text"": ""48"", ""labels"": [""exit""]}, {""start"": 43, ""end"": 45, ""text"": ""31"", ""labels"": [""sl""]}, {""start"": 17, ""end"": 25, ""text"": ""DELIVERY"", ""labels"": [""delivery""]}, {""start"": 65, ""end"": 67, ""text"": ""52"", ""labels"": [""exit2""]}]",1,972,2022-09-13T05:46:13.167765Z,2022-09-15T14:19:20.307296Z,21.936999999999998
INTRADAY : BUY TATASTEEL ABOVE 850 SUSTAINING SL 840 TARGET 860 - 870 ,964,"[{""start"": 15, ""end"": 24, ""text"": ""TATASTEEL"", ""labels"": [""symbol""]}, {""start"": 31, ""end"": 34, ""text"": ""850"", ""labels"": [""enter""]}, {""start"": 60, ""end"": 63, ""text"": ""860"", ""labels"": [""exit""]}, {""start"": 66, ""end"": 69, ""text"": ""870"", ""labels"": [""exit2""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 49, ""end"": 52, ""text"": ""840"", ""labels"": [""sl""]}]",1,970,2022-09-13T05:46:00.142598Z,2022-09-15T14:19:11.726726Z,38.407
INTRADAY : BUY INTENTECH ABOVE 65 SL 63.50 TARGET 70 - 72 ,962,"[{""start"": 15, ""end"": 24, ""text"": ""INTENTECH"", ""labels"": [""symbol""]}, {""start"": 31, ""end"": 33, ""text"": ""65"", ""labels"": [""enter""]}, {""start"": 37, ""end"": 42, ""text"": ""63.50"", ""labels"": [""sl""]}, {""start"": 50, ""end"": 52, ""text"": ""70"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 55, ""end"": 57, ""text"": ""72"", ""labels"": [""exit2""]}]",1,968,2022-09-13T05:45:45.894095Z,2022-09-15T14:18:39.812034Z,9.953
INTRADAY UPDATE  INTENTECH GIVEN ABOVE 65 TOUCHED 69.25 NEARING TARGET OF 70 ,961,"[{""start"": 17, ""end"": 26, ""text"": ""INTENTECH"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 41, ""text"": ""65"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 50, ""end"": 55, ""text"": ""69.25"", ""labels"": [""touched""]}]",1,967,2022-09-13T05:45:38.344902Z,2022-09-15T14:18:35.120873Z,15.552
INTRADAY : BUY GULFPETRO CMP 44.20 SL 42.50 TARGET 47 - 50 ,960,"[{""start"": 15, ""end"": 24, ""text"": ""GULFPETRO"", ""labels"": [""symbol""]}, {""start"": 29, ""end"": 34, ""text"": ""44.20"", ""labels"": [""enter""]}, {""start"": 38, ""end"": 43, ""text"": ""42.50"", ""labels"": [""sl""]}, {""start"": 51, ""end"": 53, ""text"": ""47"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 56, ""end"": 58, ""text"": ""50"", ""labels"": [""exit2""]}]",1,966,2022-09-13T05:45:29.174282Z,2022-09-15T14:18:26.500097Z,10.146
INTRADAY : BUY KEC CMP 385 SL 381 TARGET 390 ,958,"[{""start"": 15, ""end"": 18, ""text"": ""KEC"", ""labels"": [""symbol""]}, {""start"": 23, ""end"": 26, ""text"": ""385"", ""labels"": [""enter""]}, {""start"": 30, ""end"": 33, ""text"": ""381"", ""labels"": [""sl""]}, {""start"": 41, ""end"": 44, ""text"": ""390"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,964,2022-09-13T05:45:16.540316Z,2022-09-15T14:18:19.208074Z,8.121
INTRADAY : BUY CEATLTD ABOVE 946 SL 935 TARGET 960 ,956,"[{""start"": 15, ""end"": 22, ""text"": ""CEATLTD"", ""labels"": [""symbol""]}, {""start"": 29, ""end"": 32, ""text"": ""946"", ""labels"": [""enter""]}, {""start"": 36, ""end"": 39, ""text"": ""935"", ""labels"": [""sl""]}, {""start"": 47, ""end"": 50, ""text"": ""960"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,962,2022-09-13T05:45:02.379552Z,2022-09-15T14:18:12.612393Z,7.833
INTRADAY : BUY MANINFRA CMP 80 SL 78.50 TARGET 85 ,955,"[{""start"": 15, ""end"": 23, ""text"": ""MANINFRA"", ""labels"": [""symbol""]}, {""start"": 28, ""end"": 30, ""text"": ""80"", ""labels"": [""enter""]}, {""start"": 34, ""end"": 39, ""text"": ""78.50"", ""labels"": [""sl""]}, {""start"": 47, ""end"": 49, ""text"": ""85"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,961,2022-09-13T05:44:55.519213Z,2022-09-15T14:18:09.058644Z,7.914
KEC... ROCKING.. GIVEN A BUY AT 385 TOUCHED 396+ ,954,"[{""start"": 0, ""end"": 3, ""text"": ""KEC"", ""labels"": [""symbol""]}, {""start"": 32, ""end"": 35, ""text"": ""385"", ""labels"": [""enter""]}, {""start"": 44, ""end"": 47, ""text"": ""396"", ""labels"": [""touched""]}]",1,960,2022-09-13T05:44:48.856506Z,2022-09-15T14:18:05.212619Z,10.524000000000001
FRIENDS....  KEEP YOUR RADAR ON  KCP  CMP 108  CAN BLAST ... MAST FOR BTST ,953,"[{""start"": 33, ""end"": 36, ""text"": ""KCP"", ""labels"": [""symbol""]}, {""start"": 42, ""end"": 45, ""text"": ""108"", ""labels"": [""enter""]}, {""start"": 70, ""end"": 74, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,959,2022-09-13T05:44:41.615961Z,2022-09-15T14:17:59.547349Z,8.873
BTST : KCP CMP 108 ,952,"[{""start"": 7, ""end"": 10, ""text"": ""KCP"", ""labels"": [""symbol""]}, {""start"": 15, ""end"": 18, ""text"": ""108"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,958,2022-09-13T05:44:34.986019Z,2022-09-15T14:17:55.215807Z,5.268
BTST : HCG CMP 290 ,949,"[{""start"": 7, ""end"": 10, ""text"": ""HCG"", ""labels"": [""symbol""]}, {""start"": 15, ""end"": 18, ""text"": ""290"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,955,2022-09-13T05:44:20.708222Z,2022-09-15T14:17:49.578021Z,5.689
INTRADAY : BUY KIRLFER ABOVE 199 SL 197 TARGET 205 - 210 - 215 ,947,"[{""start"": 15, ""end"": 22, ""text"": ""KIRLFER"", ""labels"": [""symbol""]}, {""start"": 29, ""end"": 32, ""text"": ""199"", ""labels"": [""enter""]}, {""start"": 36, ""end"": 39, ""text"": ""197"", ""labels"": [""sl""]}, {""start"": 47, ""end"": 50, ""text"": ""205"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 53, ""end"": 56, ""text"": ""210"", ""labels"": [""exit2""]}, {""start"": 59, ""end"": 62, ""text"": ""215"", ""labels"": [""exit3""]}]",1,953,2022-09-13T05:44:12.765346Z,2022-09-15T14:17:41.726796Z,12.544
SHORT TERM DELIVERY TARGET IN KIRLFER IS 265+ ,944,"[{""start"": 30, ""end"": 37, ""text"": ""KIRLFER"", ""labels"": [""symbol""]}, {""start"": 41, ""end"": 44, ""text"": ""265"", ""labels"": [""exit""]}, {""start"": 11, ""end"": 19, ""text"": ""DELIVERY"", ""labels"": [""delivery""]}]",1,950,2022-09-13T05:43:56.157217Z,2022-09-15T14:17:28.361683Z,8.832
KIRLFER.. INTRADAY 213+ POSSIBLE ABOVE 199 ,940,"[{""start"": 0, ""end"": 7, ""text"": ""KIRLFER"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 42, ""text"": ""199"", ""labels"": [""enter""]}, {""start"": 19, ""end"": 22, ""text"": ""213"", ""labels"": [""exit""]}, {""start"": 10, ""end"": 18, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,946,2022-09-13T05:43:34.778199Z,2022-09-15T14:17:20.645754Z,25.863
INTRADAY : BUY PRECWIRE ABOVE 63 SL 61.50 TARGET 65.50 ,938,"[{""start"": 15, ""end"": 23, ""text"": ""PRECWIRE"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 32, ""text"": ""63"", ""labels"": [""enter""]}, {""start"": 36, ""end"": 41, ""text"": ""61.50"", ""labels"": [""sl""]}, {""start"": 49, ""end"": 54, ""text"": ""65.50"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,944,2022-09-13T05:43:05.339100Z,2022-09-15T14:17:16.503400Z,8.554
FOR INTRADAY . DON'T MISS ABOVE 63 ,933,"[{""start"": 32, ""end"": 34, ""text"": ""63"", ""labels"": [""enter""]}, {""start"": 4, ""end"": 12, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,939,2022-09-13T05:42:37.252895Z,2022-09-15T14:17:06.636483Z,7.131
BTST : SALASAR CMP 262.50 ,932,"[{""start"": 7, ""end"": 14, ""text"": ""SALASAR"", ""labels"": [""symbol""]}, {""start"": 19, ""end"": 25, ""text"": ""262.50"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,938,2022-09-13T05:42:31.102527Z,2022-09-15T14:17:00.849114Z,9.364
INTRADAY : BUY GSCLCEMENT ABOVE 32 SL 30.50 TARGET 35 - 36 ,929,"[{""start"": 15, ""end"": 25, ""text"": ""GSCLCEMENT"", ""labels"": [""symbol""]}, {""start"": 32, ""end"": 34, ""text"": ""32"", ""labels"": [""enter""]}, {""start"": 38, ""end"": 43, ""text"": ""30.50"", ""labels"": [""sl""]}, {""start"": 51, ""end"": 53, ""text"": ""35"", ""labels"": [""exit""]}, {""start"": 56, ""end"": 58, ""text"": ""36"", ""labels"": [""exit2""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""exit2""]}]",1,935,2022-09-13T05:42:20.198444Z,2022-09-15T14:16:54.282811Z,14.173
INTRADAY UPDATE  GSCLCEMENT GIVEN ABOVE 32 TOUCHED 34.50 NEARING FIRST TARGET OF 35 ,927,"[{""start"": 17, ""end"": 27, ""text"": ""GSCLCEMENT"", ""labels"": [""symbol""]}, {""start"": 40, ""end"": 42, ""text"": ""32"", ""labels"": [""enter""]}, {""start"": 81, ""end"": 83, ""text"": ""35"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 51, ""end"": 56, ""text"": ""34.50"", ""labels"": [""touched""]}]",1,933,2022-09-13T05:42:04.775585Z,2022-09-15T14:16:45.419651Z,18.691
SUPER DUPER FUNDAMENTALLY STRONG  DELIVERY  BUY GOLDIAM ABOVE 141 SL 115 TARGET 170 ,925,"[{""start"": 48, ""end"": 55, ""text"": ""GOLDIAM"", ""labels"": [""symbol""]}, {""start"": 62, ""end"": 65, ""text"": ""141"", ""labels"": [""enter""]}, {""start"": 69, ""end"": 72, ""text"": ""115"", ""labels"": [""sl""]}, {""start"": 80, ""end"": 83, ""text"": ""170"", ""labels"": [""exit""]}, {""start"": 34, ""end"": 42, ""text"": ""DELIVERY"", ""labels"": [""delivery""]}]",1,931,2022-09-13T05:41:42.433317Z,2022-09-15T14:16:35.311255Z,9.267
INTRADAY : BUY ZUARI ABOVE 150 SL 148 TARGET 153 - 156 ,923,"[{""start"": 15, ""end"": 20, ""text"": ""ZUARI"", ""labels"": [""symbol""]}, {""start"": 27, ""end"": 30, ""text"": ""150"", ""labels"": [""enter""]}, {""start"": 34, ""end"": 37, ""text"": ""148"", ""labels"": [""sl""]}, {""start"": 45, ""end"": 48, ""text"": ""153"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 51, ""end"": 54, ""text"": ""156"", ""labels"": [""exit2""]}]",1,929,2022-09-13T05:41:31.120863Z,2022-09-15T14:16:29.971675Z,9.751
INTRADAY : BUY ITC ABOVE 271 SL 267 TARGET 275 - 280 ,922,"[{""start"": 15, ""end"": 18, ""text"": ""ITC"", ""labels"": [""symbol""]}, {""start"": 25, ""end"": 28, ""text"": ""271"", ""labels"": [""enter""]}, {""start"": 32, ""end"": 35, ""text"": ""267"", ""labels"": [""sl""]}, {""start"": 43, ""end"": 46, ""text"": ""275"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 49, ""end"": 52, ""text"": ""280"", ""labels"": [""exit2""]}]",1,928,2022-09-13T05:41:23.591799Z,2022-09-15T14:16:25.496005Z,9.844
INTRADAY : BUY IMFA ABOVE 270 SL 267 TARGET 275 - 280 ,920,"[{""start"": 15, ""end"": 19, ""text"": ""IMFA"", ""labels"": [""symbol""]}, {""start"": 26, ""end"": 29, ""text"": ""270"", ""labels"": [""enter""]}, {""start"": 33, ""end"": 36, ""text"": ""267"", ""labels"": [""sl""]}, {""start"": 44, ""end"": 47, ""text"": ""275"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 50, ""end"": 53, ""text"": ""280"", ""labels"": [""exit2""]}]",1,926,2022-09-13T05:41:11.315809Z,2022-09-15T14:16:18.468704Z,10.771
INTRADAY UPDATE  ZUARI GIVEN ABOVE 150 TOUCHED FIRST TARGET 153 (HIGH : 153.90) ,916,"[{""start"": 17, ""end"": 22, ""text"": ""ZUARI"", ""labels"": [""symbol""]}, {""start"": 35, ""end"": 38, ""text"": ""150"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 60, ""end"": 63, ""text"": ""153"", ""labels"": [""touched""]}]",1,922,2022-09-13T05:40:44.866386Z,2022-09-15T14:16:07.518853Z,11.3
INTRADAY UPDATE  ZUARI GIVEN ABOVE 150 TOUCHED SECOND TARGET 156 (HIGH : 157.70) ,915,"[{""start"": 17, ""end"": 22, ""text"": ""ZUARI"", ""labels"": [""symbol""]}, {""start"": 35, ""end"": 38, ""text"": ""150"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 61, ""end"": 64, ""text"": ""156"", ""labels"": [""touched""]}]",1,921,2022-09-13T05:40:38.269504Z,2022-09-15T14:16:00.296949Z,11.18
BTST : AMBUJACEM CMP 365.50 ,911,"[{""start"": 7, ""end"": 16, ""text"": ""AMBUJACEM"", ""labels"": [""symbol""]}, {""start"": 21, ""end"": 27, ""text"": ""365.50"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,917,2022-09-13T05:40:14.054824Z,2022-09-15T14:15:45.854064Z,6.695
INTRADAY : BUY ASTRON ABV 39 SL 37.50 TARGET 45 ,908,"[{""start"": 15, ""end"": 21, ""text"": ""ASTRON"", ""labels"": [""symbol""]}, {""start"": 26, ""end"": 28, ""text"": ""39"", ""labels"": [""enter""]}, {""start"": 32, ""end"": 37, ""text"": ""37.50"", ""labels"": [""sl""]}, {""start"": 45, ""end"": 47, ""text"": ""45"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,914,2022-09-13T05:40:03.480876Z,2022-09-15T14:15:41.115960Z,8.544
RUCHIRA.... 103 - 107+ ,906,"[{""start"": 0, ""end"": 7, ""text"": ""RUCHIRA"", ""labels"": [""symbol""]}, {""start"": 12, ""end"": 15, ""text"": ""103"", ""labels"": [""enter""]}, {""start"": 18, ""end"": 21, ""text"": ""107"", ""labels"": [""touched""]}]",1,912,2022-09-13T05:39:52.414772Z,2022-09-15T14:15:36.547410Z,9.294
RUCHIRA.. ROCKING... 103 TO 111+ ,905,"[{""start"": 0, ""end"": 7, ""text"": ""RUCHIRA"", ""labels"": [""symbol""]}, {""start"": 21, ""end"": 24, ""text"": ""103"", ""labels"": [""enter""]}, {""start"": 28, ""end"": 31, ""text"": ""111"", ""labels"": [""touched""]}]",1,911,2022-09-13T05:39:46.838028Z,2022-09-15T14:15:30.291204Z,9.441
INTRADAY : BUY MAHINDCIE ABOVE 235 SL 232 TARGET 238 - 241 ,904,"[{""start"": 15, ""end"": 24, ""text"": ""MAHINDCIE"", ""labels"": [""symbol""]}, {""start"": 31, ""end"": 34, ""text"": ""235"", ""labels"": [""enter""]}, {""start"": 38, ""end"": 41, ""text"": ""232"", ""labels"": [""sl""]}, {""start"": 49, ""end"": 52, ""text"": ""238"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 55, ""end"": 58, ""text"": ""241"", ""labels"": [""exit2""]}]",1,910,2022-09-13T05:39:40.620415Z,2022-09-15T14:15:24.879535Z,8.427
INTRADAY UPDATE  MAHINDCIE GIVEN ABOVE 235 TOUCHED FIRST TARGET 238 AND MADE HIGH : 239.70 ,902,"[{""start"": 17, ""end"": 26, ""text"": ""MAHINDCIE"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 42, ""text"": ""235"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 64, ""end"": 67, ""text"": ""238"", ""labels"": [""touched""]}]",1,908,2022-09-13T05:39:28.214266Z,2022-09-15T14:15:16.657553Z,15.202
DON'T MISS  INTRADAY : BUY CHALET ABOVE 313 SL 309 TARGET 318 - 324 ,899,"[{""start"": 27, ""end"": 33, ""text"": ""CHALET"", ""labels"": [""symbol""]}, {""start"": 40, ""end"": 43, ""text"": ""313"", ""labels"": [""enter""]}, {""start"": 47, ""end"": 50, ""text"": ""309"", ""labels"": [""sl""]}, {""start"": 58, ""end"": 61, ""text"": ""318"", ""labels"": [""exit""]}, {""start"": 12, ""end"": 20, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 64, ""end"": 67, ""text"": ""324"", ""labels"": [""exit2""]}]",1,905,2022-09-13T05:38:58.842352Z,2022-09-15T14:15:06.366690Z,10.859
INTRADAY UPDATE  MAHINDCIE GIVEN ABOVE 235 TOUCHED SECOND TARGET 241 (HIGH : 242.70) ,898,"[{""start"": 17, ""end"": 26, ""text"": ""MAHINDCIE"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 42, ""text"": ""235"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 65, ""end"": 68, ""text"": ""241"", ""labels"": [""touched""]}]",1,904,2022-09-13T05:38:50.741719Z,2022-09-15T14:15:01.081410Z,10.97
FRIENDS...  EYES ON   BHAGYANGR FOR BTST ,897,"[{""start"": 22, ""end"": 31, ""text"": ""BHAGYANGR"", ""labels"": [""symbol""]}, {""start"": 36, ""end"": 40, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,903,2022-09-13T05:38:43.853013Z,2022-09-15T14:14:54.882879Z,5.3309999999999995
BINDAAAST  BTST : BUY BYAGYANGR CMP 40 ,896,"[{""start"": 22, ""end"": 31, ""text"": ""BYAGYANGR"", ""labels"": [""symbol""]}, {""start"": 36, ""end"": 38, ""text"": ""40"", ""labels"": [""enter""]}, {""start"": 11, ""end"": 15, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,902,2022-09-13T05:38:39.239801Z,2022-09-15T14:14:52.025638Z,14.016
BTST : MAHSEAMLES CMP 645 ,893,"[{""start"": 7, ""end"": 17, ""text"": ""MAHSEAMLES"", ""labels"": [""symbol""]}, {""start"": 22, ""end"": 25, ""text"": ""645"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,899,2022-09-13T05:38:12.583606Z,2022-09-15T14:14:45.060800Z,5.542
MAHSEAMLESS... GOING UP....  645 TO 654+ TODAY ITSELF ,892,"[{""start"": 0, ""end"": 11, ""text"": ""MAHSEAMLESS"", ""labels"": [""symbol""]}, {""start"": 29, ""end"": 32, ""text"": ""645"", ""labels"": [""enter""]}, {""start"": 36, ""end"": 39, ""text"": ""654"", ""labels"": [""touched""]}]",1,898,2022-09-13T05:38:07.932281Z,2022-09-15T14:14:41.457846Z,11.401
INTRADAY : BUY ASIANTILES ABOVE 44 SL 42.50 TARGET 47+ ,890,"[{""start"": 15, ""end"": 25, ""text"": ""ASIANTILES"", ""labels"": [""symbol""]}, {""start"": 32, ""end"": 34, ""text"": ""44"", ""labels"": [""enter""]}, {""start"": 38, ""end"": 43, ""text"": ""42.50"", ""labels"": [""sl""]}, {""start"": 51, ""end"": 53, ""text"": ""47"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,896,2022-09-13T05:37:58.928285Z,2022-09-15T14:14:34.086613Z,8.71
