text,id,label,annotator,annotation_id,created_at,updated_at,lead_time
STARCEMENT  HUGE MOMENTUM ABOVE 96  ANOTHER BALPHARMA.. DON'T MISS ,1711,"[{""start"": 0, ""end"": 10, ""text"": ""STARCEMENT"", ""labels"": [""symbol""]}, {""start"": 32, ""end"": 34, ""text"": ""96"", ""labels"": [""enter""]}, {""start"": 44, ""end"": 53, ""text"": ""BALPHARMA"", ""labels"": [""symbol""]}]",1,1715,2022-10-05T10:42:52.658708Z,2022-10-05T10:42:52.658780Z,5.523
 ,1710,,1,1714,2022-10-05T10:42:46.691404Z,2022-10-05T10:42:46.691458Z,1.093
INTRADAY :BUY JYOTHYLAB ABOVE 164 SL 162 TARGET 166 - 168 - 170 ,1709,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 14, ""end"": 23, ""text"": ""JYOTHYLAB"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 33, ""text"": ""164"", ""labels"": [""enter""]}, {""start"": 37, ""end"": 40, ""text"": ""162"", ""labels"": [""sl""]}, {""start"": 48, ""end"": 51, ""text"": ""166"", ""labels"": [""exit""]}, {""start"": 54, ""end"": 57, ""text"": ""168"", ""labels"": [""exit2""]}, {""start"": 60, ""end"": 63, ""text"": ""170"", ""labels"": [""exit3""]}]",1,1713,2022-10-05T10:42:45.089496Z,2022-10-05T10:42:45.089564Z,9.166
STARCEMENT.. DIDN'T GO ABOVE GIVEN LEVELS OF 95 HENCE CALL STANDS CANCELLED ,1708,"[{""start"": 0, ""end"": 10, ""text"": ""STARCEMENT"", ""labels"": [""symbol""]}, {""start"": 45, ""end"": 47, ""text"": ""95"", ""labels"": [""enter""]}]",1,1712,2022-10-05T10:42:35.430855Z,2022-10-05T10:42:35.430896Z,9.033
BTST GIVEN ON FRIDAY IN  SCHENEIDER  AT 146 GOING STRONG AT 151+ ,1707,"[{""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 25, ""end"": 35, ""text"": ""SCHENEIDER"", ""labels"": [""symbol""]}, {""start"": 40, ""end"": 43, ""text"": ""146"", ""labels"": [""enter""]}, {""start"": 60, ""end"": 63, ""text"": ""151"", ""labels"": [""touched""]}]",1,1711,2022-10-05T10:42:25.898942Z,2022-10-05T10:42:25.899031Z,13.824
FRIENDS....  KEEP AGROPHOS ON RADAR  ABOVE 36.25 CAN GIVE A DECENT UPMOVE ,1706,"[{""start"": 18, ""end"": 26, ""text"": ""AGROPHOS"", ""labels"": [""symbol""]}, {""start"": 43, ""end"": 48, ""text"": ""36.25"", ""labels"": [""enter""]}]",1,1710,2022-10-05T10:42:11.540340Z,2022-10-05T10:42:11.540404Z,7.059
FLAG PATTERN IN AGROPHOS... ABOVE 36.25 ,1705,"[{""start"": 16, ""end"": 24, ""text"": ""AGROPHOS"", ""labels"": [""symbol""]}, {""start"": 34, ""end"": 39, ""text"": ""36.25"", ""labels"": [""enter""]}]",1,1709,2022-10-05T10:42:04.001675Z,2022-10-05T10:42:04.001713Z,3.639
WATCHOUT...AGROPHOS... 36.25 TO 38.90   NONSTOP...  FLAGS ARE POWERFUL ,1704,"[{""start"": 11, ""end"": 19, ""text"": ""AGROPHOS"", ""labels"": [""symbol""]}, {""start"": 23, ""end"": 28, ""text"": ""36.25"", ""labels"": [""enter""]}, {""start"": 32, ""end"": 37, ""text"": ""38.90"", ""labels"": [""exit""]}]",1,1708,2022-10-05T10:41:59.873079Z,2022-10-05T10:41:59.873126Z,10.358
FRIENDS...  BALPHARMA.. ROCKING.. GIVEN ABV 122 ROCKING NOW AT 133.45 ,1703,"[{""start"": 12, ""end"": 21, ""text"": ""BALPHARMA"", ""labels"": [""symbol""]}, {""start"": 44, ""end"": 47, ""text"": ""122"", ""labels"": [""enter""]}, {""start"": 63, ""end"": 69, ""text"": ""133.45"", ""labels"": [""touched""]}]",1,1707,2022-10-05T10:41:49.006945Z,2022-10-05T10:41:49.007006Z,6.259
WATCHOUT.. WE HAD SAID... 131 COMING INTRADAY.. TOUCHED 133+ ,1702,"[{""start"": 26, ""end"": 29, ""text"": ""131"", ""labels"": [""exit""]}, {""start"": 56, ""end"": 59, ""text"": ""133"", ""labels"": [""touched""]}, {""start"": 37, ""end"": 45, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,1706,2022-10-05T10:41:42.258536Z,2022-10-05T10:41:42.258577Z,16.381
FRIENDS... ONE MORE  AAKASH.... KEEP AN EYE ON AAKASH ABOVE 28.50 FOR 30 ,1701,"[{""start"": 21, ""end"": 27, ""text"": ""AAKASH"", ""labels"": [""symbol""]}, {""start"": 47, ""end"": 53, ""text"": ""AAKASH"", ""labels"": [""symbol""]}, {""start"": 60, ""end"": 65, ""text"": ""28.50"", ""labels"": [""enter""]}, {""start"": 70, ""end"": 72, ""text"": ""30"", ""labels"": [""exit""]}]",1,1705,2022-10-05T10:41:25.427513Z,2022-10-05T10:41:25.427563Z,8.374
AAKASH.... DON'T MISS ABOVE 28.50   WELL ABOVE AVERAGE VOLUMES... SOMETHING COOKING ,1700,"[{""start"": 0, ""end"": 6, ""text"": ""AAKASH"", ""labels"": [""symbol""]}, {""start"": 28, ""end"": 33, ""text"": ""28.50"", ""labels"": [""enter""]}]",1,1704,2022-10-05T10:41:16.583571Z,2022-10-05T10:41:16.583617Z,5.943
INTRADAY : BUY STEL ABOVE 140 SL 138 TARGET 142 - 144 - 146 - 148 ,1699,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 19, ""text"": ""STEL"", ""labels"": [""symbol""]}, {""start"": 26, ""end"": 29, ""text"": ""140"", ""labels"": [""enter""]}, {""start"": 33, ""end"": 36, ""text"": ""138"", ""labels"": [""sl""]}, {""start"": 44, ""end"": 47, ""text"": ""142"", ""labels"": [""exit""]}, {""start"": 50, ""end"": 53, ""text"": ""144"", ""labels"": [""exit2""]}, {""start"": 56, ""end"": 59, ""text"": ""146"", ""labels"": [""exit3""]}, {""start"": 62, ""end"": 65, ""text"": ""148"", ""labels"": [""exit3""]}]",1,1703,2022-10-05T10:41:10.060599Z,2022-10-05T10:41:10.060658Z,9.931
"STEL : OPEN, LOW SAME AND PREVIOUS ALSO ALMOST SAME.. LOOKS LIKE CAN TOUCH 148+ ",1698,"[{""start"": 0, ""end"": 4, ""text"": ""STEL"", ""labels"": [""symbol""]}, {""start"": 75, ""end"": 78, ""text"": ""148"", ""labels"": [""exit""]}]",1,1702,2022-10-05T10:40:59.648864Z,2022-10-05T10:40:59.648934Z,7.523
STEL.. ROCKING... 140 TO 156+   CLEARED ALL TARGETS.. AND ROCKING...   PATTERN WORKS ,1697,"[{""start"": 0, ""end"": 4, ""text"": ""STEL"", ""labels"": [""symbol""]}, {""start"": 18, ""end"": 21, ""text"": ""140"", ""labels"": [""enter""]}, {""start"": 25, ""end"": 28, ""text"": ""156"", ""labels"": [""touched""]}]",1,1701,2022-10-05T10:40:51.637717Z,2022-10-05T10:40:51.637763Z,8.145
INTRADAY   BUY BEPL ABOVE 132 SL 130 TARGET 134 - 136 - 138 ,1696,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 19, ""text"": ""BEPL"", ""labels"": [""symbol""]}, {""start"": 26, ""end"": 29, ""text"": ""132"", ""labels"": [""enter""]}, {""start"": 33, ""end"": 36, ""text"": ""130"", ""labels"": [""sl""]}, {""start"": 44, ""end"": 47, ""text"": ""134"", ""labels"": [""exit""]}, {""start"": 50, ""end"": 53, ""text"": ""136"", ""labels"": [""exit2""]}, {""start"": 56, ""end"": 59, ""text"": ""138"", ""labels"": [""exit3""]}]",1,1700,2022-10-05T10:40:42.904014Z,2022-10-05T10:40:42.904079Z,9.477
DON'T MISS BEPL... ABOVE 132 ...FOR GAP FILLING UPTO 138+ ,1695,"[{""start"": 11, ""end"": 15, ""text"": ""BEPL"", ""labels"": [""symbol""]}, {""start"": 25, ""end"": 28, ""text"": ""132"", ""labels"": [""enter""]}, {""start"": 53, ""end"": 56, ""text"": ""138"", ""labels"": [""exit""]}]",1,1699,2022-10-05T10:40:32.847450Z,2022-10-05T10:40:32.847514Z,7.025
INTRADAY : BUY ROUTE ABOVE 1615 SUSTAINING SL 1590 TARGET 1650 - 1670 ,1694,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 20, ""text"": ""ROUTE"", ""labels"": [""symbol""]}, {""start"": 27, ""end"": 31, ""text"": ""1615"", ""labels"": [""enter""]}, {""start"": 46, ""end"": 50, ""text"": ""1590"", ""labels"": [""sl""]}, {""start"": 58, ""end"": 62, ""text"": ""1650"", ""labels"": [""exit""]}, {""start"": 65, ""end"": 69, ""text"": ""1670"", ""labels"": [""exit2""]}]",1,1698,2022-10-05T10:40:25.300453Z,2022-10-05T10:40:25.300493Z,11.814
WATCHOUT... ROUTE GIVEN ABV 1615... ROCKING UPTO 1647.95 ,1693,"[{""start"": 12, ""end"": 17, ""text"": ""ROUTE"", ""labels"": [""symbol""]}, {""start"": 28, ""end"": 32, ""text"": ""1615"", ""labels"": [""enter""]}, {""start"": 49, ""end"": 56, ""text"": ""1647.95"", ""labels"": [""touched""]}]",1,1697,2022-10-05T10:40:12.986936Z,2022-10-05T10:40:12.986997Z,6.145
INTRADAY : BUY EMAMILTD ABOVE 488 SL 483 TARGET 493 - 499 - 504 ,1692,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 23, ""text"": ""EMAMILTD"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 33, ""text"": ""488"", ""labels"": [""enter""]}, {""start"": 37, ""end"": 40, ""text"": ""483"", ""labels"": [""sl""]}, {""start"": 48, ""end"": 51, ""text"": ""493"", ""labels"": [""exit""]}, {""start"": 54, ""end"": 57, ""text"": ""499"", ""labels"": [""exit2""]}, {""start"": 60, ""end"": 63, ""text"": ""504"", ""labels"": [""exit3""]}]",1,1696,2022-10-05T10:40:06.354462Z,2022-10-05T10:40:06.354523Z,8.159
BTST : EMAMILTD CMP 486 ,1691,"[{""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 7, ""end"": 15, ""text"": ""EMAMILTD"", ""labels"": [""symbol""]}, {""start"": 20, ""end"": 23, ""text"": ""486"", ""labels"": [""enter""]}]",1,1695,2022-10-05T10:39:57.685805Z,2022-10-05T10:39:57.685890Z,28.024
BTST : VADILALIND CMP 1536 ,1690,"[{""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 7, ""end"": 17, ""text"": ""VADILALIND"", ""labels"": [""symbol""]}, {""start"": 22, ""end"": 26, ""text"": ""1536"", ""labels"": [""enter""]}]",1,1694,2022-10-05T10:39:29.236928Z,2022-10-05T10:39:29.236983Z,6.705
VADILALIND.. GIVEN AT 1536 .. ROCKING AT 1584+ TODAY ITSELF  KEEP ON BOOKING / TRAILING ACCORDINGLY ,1689,"[{""start"": 0, ""end"": 10, ""text"": ""VADILALIND"", ""labels"": [""symbol""]}, {""start"": 22, ""end"": 26, ""text"": ""1536"", ""labels"": [""enter""]}, {""start"": 41, ""end"": 45, ""text"": ""1584"", ""labels"": [""touched""]}]",1,1693,2022-10-05T10:39:22.067816Z,2022-10-05T10:39:22.067877Z,8.785
 ,1688,,1,1692,2022-10-05T10:39:12.816800Z,2022-10-05T10:39:12.816860Z,1.961
 ,1687,,1,1691,2022-10-05T10:39:10.397937Z,2022-10-05T10:39:10.398003Z,1.241
BTST UPDATE  EMAMILTD GIVEN AT 486 TOUCHED 497.20  VADILALIND GIVEN AT 1536 TOUCHED1660 ,1686,"[{""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 13, ""end"": 21, ""text"": ""EMAMILTD"", ""labels"": [""symbol""]}, {""start"": 31, ""end"": 34, ""text"": ""486"", ""labels"": [""enter""]}, {""start"": 43, ""end"": 49, ""text"": ""497.20"", ""labels"": [""touched""]}, {""start"": 51, ""end"": 61, ""text"": ""VADILALIND"", ""labels"": [""symbol""]}, {""start"": 71, ""end"": 75, ""text"": ""1536"", ""labels"": [""enter""]}]",1,1690,2022-10-05T10:39:08.655249Z,2022-10-05T10:39:08.655312Z,43.526
GPTINFRA LOOKING AWESOME ON WEEKLY CHARTS ,1685,"[{""start"": 0, ""end"": 8, ""text"": ""GPTINFRA"", ""labels"": [""symbol""]}]",1,1689,2022-10-05T10:38:24.645844Z,2022-10-05T10:38:24.645897Z,2.372
NIRAJ.. A MOVE ABOVE 37.50 NOW CAN TARGET GOOD UPMOVE ,1684,"[{""start"": 0, ""end"": 5, ""text"": ""NIRAJ"", ""labels"": [""symbol""]}, {""start"": 21, ""end"": 26, ""text"": ""37.50"", ""labels"": [""enter""]}]",1,1688,2022-10-05T10:38:21.773878Z,2022-10-05T10:38:21.773960Z,4.934
WATCHOUT FRIENDS....  GPTINFRA GIVEN A BUY AT 89 ROCKING.. NOW AT 96.50 ,1683,"[{""start"": 22, ""end"": 30, ""text"": ""GPTINFRA"", ""labels"": [""symbol""]}, {""start"": 46, ""end"": 48, ""text"": ""89"", ""labels"": [""enter""]}, {""start"": 66, ""end"": 71, ""text"": ""96.50"", ""labels"": [""touched""]}]",1,1687,2022-10-05T10:38:16.383623Z,2022-10-05T10:38:16.383665Z,6.413
GPTINFRA...  BUY ON ALL DIPS.. IF YOU GET...  FOR A SUPER DUPER TARGET ,1682,"[{""start"": 0, ""end"": 8, ""text"": ""GPTINFRA"", ""labels"": [""symbol""]}]",1,1686,2022-10-05T10:38:09.490372Z,2022-10-05T10:38:09.490434Z,4.262
INTRADAY : BUY ELECTHERM CMP 127 SL 125 TARGET 129 - 131 - 133 - 135 ,1681,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 24, ""text"": ""ELECTHERM"", ""labels"": [""symbol""]}, {""start"": 29, ""end"": 32, ""text"": ""127"", ""labels"": [""enter""]}, {""start"": 36, ""end"": 39, ""text"": ""125"", ""labels"": [""sl""]}, {""start"": 47, ""end"": 50, ""text"": ""129"", ""labels"": [""exit""]}, {""start"": 53, ""end"": 56, ""text"": ""131"", ""labels"": [""exit2""]}, {""start"": 59, ""end"": 62, ""text"": ""133"", ""labels"": [""exit3""]}, {""start"": 65, ""end"": 68, ""text"": ""135"", ""labels"": [""exit3""]}]",1,1685,2022-10-05T10:38:04.711720Z,2022-10-05T10:38:04.711760Z,10.573
ELECTHERM.. LOOKS GOOD ON CHARTS.... DON'T MISS ..... ,1680,"[{""start"": 0, ""end"": 9, ""text"": ""ELECTHERM"", ""labels"": [""symbol""]}]",1,1684,2022-10-05T10:37:53.673595Z,2022-10-05T10:37:53.673661Z,3.549
INTRADAY UPDATE  ELECTHERM GIVEN  A BUY AT 127 TOUCHED FIRST TARGET 129 (HIGH : 129.50) ,1679,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 17, ""end"": 26, ""text"": ""ELECTHERM"", ""labels"": [""symbol""]}, {""start"": 43, ""end"": 46, ""text"": ""127"", ""labels"": [""enter""]}, {""start"": 68, ""end"": 71, ""text"": ""129"", ""labels"": [""touched""]}]",1,1683,2022-10-05T10:37:49.589280Z,2022-10-05T10:37:49.589348Z,18.204
EYES ON PROZONINTU CMP 27.50 ,1678,"[{""start"": 8, ""end"": 18, ""text"": ""PROZONINTU"", ""labels"": [""symbol""]}, {""start"": 23, ""end"": 28, ""text"": ""27.50"", ""labels"": [""enter""]}]",1,1682,2022-10-05T10:37:30.899484Z,2022-10-05T10:37:30.899529Z,5.518
PROZONINTU..MAY  TOUCH 29 ,1677,"[{""start"": 0, ""end"": 10, ""text"": ""PROZONINTU"", ""labels"": [""symbol""]}, {""start"": 23, ""end"": 25, ""text"": ""29"", ""labels"": [""exit""]}]",1,1681,2022-10-05T10:37:24.905581Z,2022-10-05T10:37:24.905623Z,5.485
INTRADAY : BUY LASA ABOVE 60 SL 58.50 TARGET 62 - 64 - 66 - 68 ,1676,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 19, ""text"": ""LASA"", ""labels"": [""symbol""]}, {""start"": 26, ""end"": 28, ""text"": ""60"", ""labels"": [""enter""]}, {""start"": 32, ""end"": 37, ""text"": ""58.50"", ""labels"": [""sl""]}, {""start"": 45, ""end"": 47, ""text"": ""62"", ""labels"": [""exit""]}, {""start"": 50, ""end"": 52, ""text"": ""64"", ""labels"": [""exit2""]}, {""start"": 55, ""end"": 57, ""text"": ""66"", ""labels"": [""exit3""]}, {""start"": 60, ""end"": 62, ""text"": ""68"", ""labels"": [""exit3""]}]",1,1680,2022-10-05T10:37:18.888058Z,2022-10-05T10:37:18.888123Z,12.169
LASA : FLAG PATTERN....... ,1675,"[{""start"": 0, ""end"": 4, ""text"": ""LASA"", ""labels"": [""symbol""]}]",1,1679,2022-10-05T10:37:06.290797Z,2022-10-05T10:37:06.290840Z,2.576
DON'T MISS LASA ABOVE 60 ... FOR 66+ INTRADAY ,1674,"[{""start"": 11, ""end"": 15, ""text"": ""LASA"", ""labels"": [""symbol""]}, {""start"": 22, ""end"": 24, ""text"": ""60"", ""labels"": [""enter""]}, {""start"": 33, ""end"": 35, ""text"": ""66"", ""labels"": [""exit""]}, {""start"": 37, ""end"": 45, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,1678,2022-10-05T10:37:03.259057Z,2022-10-05T10:37:03.259119Z,10.449
INTRADAY : BUY CHOLAFIN ABOVE 762 SL 754 TARGET 770 - 780 ,1673,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 23, ""text"": ""CHOLAFIN"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 33, ""text"": ""762"", ""labels"": [""enter""]}, {""start"": 37, ""end"": 40, ""text"": ""754"", ""labels"": [""sl""]}, {""start"": 48, ""end"": 51, ""text"": ""770"", ""labels"": [""exit""]}, {""start"": 54, ""end"": 57, ""text"": ""780"", ""labels"": [""exit2""]}]",1,1677,2022-10-05T10:36:52.269009Z,2022-10-05T10:36:52.269045Z,8.559
INTRADAY : BUY DOLATALGO ABOVE 86 SL 84.50 TARGET 89 - 93 - 97 - 100 ,1672,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 24, ""text"": ""DOLATALGO"", ""labels"": [""symbol""]}, {""start"": 31, ""end"": 33, ""text"": ""86"", ""labels"": [""enter""]}, {""start"": 37, ""end"": 42, ""text"": ""84.50"", ""labels"": [""sl""]}, {""start"": 50, ""end"": 52, ""text"": ""89"", ""labels"": [""exit""]}, {""start"": 55, ""end"": 57, ""text"": ""93"", ""labels"": [""exit2""]}, {""start"": 60, ""end"": 62, ""text"": ""97"", ""labels"": [""exit3""]}, {""start"": 65, ""end"": 68, ""text"": ""100"", ""labels"": [""exit3""]}]",1,1676,2022-10-05T10:36:43.174824Z,2022-10-05T10:36:43.174899Z,15.778
DON'T MISS DOLATALGO.. FUNDAMENTALS ARE SUPERB ,1671,"[{""start"": 11, ""end"": 20, ""text"": ""DOLATALGO"", ""labels"": [""symbol""]}]",1,1675,2022-10-05T10:36:26.982896Z,2022-10-05T10:36:26.982937Z,4.784
 ,1670,,1,1674,2022-10-05T10:36:21.755039Z,2022-10-05T10:36:21.755099Z,1.548
INTRADAY UPDATE  DOLATALGO GIVEN ABOVE 86 TOUCHED FIRST TARGET 89 AND MADE HIGH : 90.60 ,1669,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 17, ""end"": 26, ""text"": ""DOLATALGO"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 41, ""text"": ""86"", ""labels"": [""enter""]}, {""start"": 63, ""end"": 65, ""text"": ""89"", ""labels"": [""touched""]}]",1,1673,2022-10-05T10:36:19.688335Z,2022-10-05T10:36:19.688376Z,16.686
ARVINDFASN ,1668,"[{""start"": 0, ""end"": 10, ""text"": ""ARVINDFASN"", ""labels"": [""symbol""]}]",1,1672,2022-10-05T10:36:02.497342Z,2022-10-05T10:36:02.497408Z,2.939
MEDIUM TERM TARGET 480+ ,1667,"[{""start"": 19, ""end"": 22, ""text"": ""480"", ""labels"": [""exit""]}]",1,1671,2022-10-05T10:35:59.046295Z,2022-10-05T10:35:59.046338Z,4.929
FRIENDS  KEEP AROGRANITE ON RADAR  ABOVE 62 CAN GIVE A DECENT UPMOVE ,1666,"[{""start"": 14, ""end"": 24, ""text"": ""AROGRANITE"", ""labels"": [""symbol""]}, {""start"": 41, ""end"": 43, ""text"": ""62"", ""labels"": [""enter""]}]",1,1670,2022-10-05T10:35:53.660014Z,2022-10-05T10:35:53.660054Z,9.225
INTRADAY UPDATE  DOLATALGO GIVEN ABOVE 86 TOUCHED SECOND TARGET 93 (HIGH : 93.30) ,1665,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 17, ""end"": 26, ""text"": ""DOLATALGO"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 41, ""text"": ""86"", ""labels"": [""enter""]}, {""start"": 64, ""end"": 66, ""text"": ""93"", ""labels"": [""touched""]}]",1,1669,2022-10-05T10:35:43.946193Z,2022-10-05T10:35:43.946279Z,11.906
ON RADAR   KARMAENG ABOVE 33 ,1664,"[{""start"": 11, ""end"": 19, ""text"": ""KARMAENG"", ""labels"": [""symbol""]}, {""start"": 26, ""end"": 28, ""text"": ""33"", ""labels"": [""enter""]}]",1,1668,2022-10-05T10:35:31.582283Z,2022-10-05T10:35:31.582325Z,4.762
FLAG PATTERN LOOKS LIKE ,1663,,1,1667,2022-10-05T10:35:26.406031Z,2022-10-05T10:35:26.406089Z,1.508
JHS.. DON'T MISS.. SUPER DUPER CUP AND HANDLE PATTERN FOR EXCELLENT GAINS ,1662,"[{""start"": 0, ""end"": 3, ""text"": ""JHS"", ""labels"": [""symbol""]}]",1,1666,2022-10-05T10:35:24.456137Z,2022-10-05T10:35:24.456195Z,4.89
VOLUMES ABOVE AVERAGE  CONVERGENCE IN AVERAGES  RSI SUPERBLY SHOWING POSITIVE SIGN...  DON'T MISS ,1661,,1,1665,2022-10-05T10:35:19.148239Z,2022-10-05T10:35:19.148298Z,8.032
ULTIMATE TARGET IN JHS IS 78 - 85 ,1660,"[{""start"": 19, ""end"": 22, ""text"": ""JHS"", ""labels"": [""symbol""]}, {""start"": 26, ""end"": 28, ""text"": ""78"", ""labels"": [""exit""]}, {""start"": 31, ""end"": 33, ""text"": ""85"", ""labels"": [""exit2""]}]",1,1664,2022-10-05T10:35:10.594704Z,2022-10-05T10:35:10.594766Z,7.016
JHS CAN FIRE ABOVE 32.50 ...... NEXT RESISTANCE AT 33.80 - 34 ONLY.. ABOVE THAT UNSTOPPABLE... ,1659,"[{""start"": 0, ""end"": 3, ""text"": ""JHS"", ""labels"": [""symbol""]}, {""start"": 19, ""end"": 24, ""text"": ""32.50"", ""labels"": [""enter""]}, {""start"": 51, ""end"": 56, ""text"": ""33.80"", ""labels"": [""entry_momentum""]}, {""start"": 59, ""end"": 61, ""text"": ""34"", ""labels"": [""entry_momentum""]}]",1,1663,2022-10-05T10:35:03.049804Z,2022-10-05T10:35:03.049882Z,21.468
JHS... KEEP AN EYE  A MOVE ABOVE 32.50 CAN TARGET 36+ INTRADAY ,1658,"[{""start"": 0, ""end"": 3, ""text"": ""JHS"", ""labels"": [""symbol""]}, {""start"": 33, ""end"": 38, ""text"": ""32.50"", ""labels"": [""enter""]}, {""start"": 50, ""end"": 52, ""text"": ""36"", ""labels"": [""exit""]}, {""start"": 54, ""end"": 62, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,1662,2022-10-05T10:34:41.031100Z,2022-10-05T10:34:41.031186Z,13.044
JHS.. TRYING TO BREAKOUT... DON'T MISS ABOVE 32.50 ,1657,"[{""start"": 0, ""end"": 3, ""text"": ""JHS"", ""labels"": [""symbol""]}, {""start"": 45, ""end"": 50, ""text"": ""32.50"", ""labels"": [""enter""]}]",1,1661,2022-10-05T10:34:27.478741Z,2022-10-05T10:34:27.478810Z,4.026
FRIENDS... REMEMBER  JHS MAY GIVE AN UPMOVE LIKE TODAY'S GPTINFRA ,1656,"[{""start"": 21, ""end"": 24, ""text"": ""JHS"", ""labels"": [""symbol""]}, {""start"": 57, ""end"": 65, ""text"": ""GPTINFRA"", ""labels"": [""symbol""]}]",1,1660,2022-10-05T10:34:22.974406Z,2022-10-05T10:34:22.974472Z,6.617
KAMATHOTEL... OPEN - LOW IS SAME... ABOVE 83 CAN SHOOT UP.... ,1655,"[{""start"": 0, ""end"": 10, ""text"": ""KAMATHOTEL"", ""labels"": [""symbol""]}, {""start"": 42, ""end"": 44, ""text"": ""83"", ""labels"": [""enter""]}]",1,1659,2022-10-05T10:34:15.897278Z,2022-10-05T10:34:15.897317Z,3.499
ONLY RESISTANCE AT 83 .. ABOVE THAT.. A DECENT UPMOVE CAN BE SEEN... ,1654,"[{""start"": 19, ""end"": 21, ""text"": ""83"", ""labels"": [""enter""]}]",1,1658,2022-10-05T10:34:11.920800Z,2022-10-05T10:34:11.920838Z,5.906
EYES ON GALLANTT  ABOVE 74.25 - 74.50 CAN GIVE A SUPER SHOT UPMOVE ,1653,"[{""start"": 8, ""end"": 16, ""text"": ""GALLANTT"", ""labels"": [""symbol""]}, {""start"": 24, ""end"": 29, ""text"": ""74.25"", ""labels"": [""enter""]}, {""start"": 32, ""end"": 37, ""text"": ""74.50"", ""labels"": [""entry_momentum""]}]",1,1657,2022-10-05T10:34:05.491691Z,2022-10-05T10:34:05.491731Z,8.716
WATCHOUT...GALLANNT ABOVE 74.25 .. NOW AT 78.95 ,1652,"[{""start"": 11, ""end"": 19, ""text"": ""GALLANNT"", ""labels"": [""symbol""]}, {""start"": 26, ""end"": 31, ""text"": ""74.25"", ""labels"": [""enter""]}, {""start"": 42, ""end"": 47, ""text"": ""78.95"", ""labels"": [""touched""]}]",1,1656,2022-10-05T10:33:56.301925Z,2022-10-05T10:33:56.301989Z,5.593
THE MOMENT... JHS TRADES ABOVE 32.50 IT WILL START UPMOVE LIKE GALLANNT AND GPTINFRA ,1651,"[{""start"": 14, ""end"": 17, ""text"": ""JHS"", ""labels"": [""symbol""]}, {""start"": 31, ""end"": 36, ""text"": ""32.50"", ""labels"": [""enter""]}, {""start"": 63, ""end"": 71, ""text"": ""GALLANNT"", ""labels"": [""symbol""]}, {""start"": 76, ""end"": 84, ""text"": ""GPTINFRA"", ""labels"": [""symbol""]}]",1,1655,2022-10-05T10:33:50.176493Z,2022-10-05T10:33:50.176534Z,11.147
KAMATHOTEL.. ABOVE 83 TOUCHED 85.90 ,1650,"[{""start"": 0, ""end"": 10, ""text"": ""KAMATHOTEL"", ""labels"": [""symbol""]}, {""start"": 19, ""end"": 21, ""text"": ""83"", ""labels"": [""enter""]}, {""start"": 30, ""end"": 35, ""text"": ""85.90"", ""labels"": [""touched""]}]",1,1654,2022-10-05T10:33:38.576477Z,2022-10-05T10:33:38.576517Z,8.263
DON'T MISS ADVANIHOTR ,1649,"[{""start"": 11, ""end"": 21, ""text"": ""ADVANIHOTR"", ""labels"": [""symbol""]}]",1,1653,2022-10-05T10:33:29.904976Z,2022-10-05T10:33:29.905036Z,2.178
