text,label
"['RSI', 'IS', 'BREAKING', 'OUT', 'IN', 'VARDHACRLC']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol']"
"['A', 'MOVE', 'ABOVE', '51', 'NEEDED', 'FOR', 'DECENT', 'UPMOVE', 'IN', 'VARDHACRLC']","['NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol']"
"['BTST', 'VARDHACRLC', 'CMP', '50', '50']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['DELIVERY', 'BUY', 'TWL', 'CMP', '112', 'SL', '92', 'TARGET', '140']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'ESTER', 'ABOVE', '130', 'SL', '128', 'TARGET', '135', '140']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'BUY', 'JKIL', 'ABOVE', '309', 'SL', '305', 'TARGET', '315', '320']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['BTST', 'LEMONTREE', 'CMP', '66']","['NANA', 'symbol', 'NANA', 'enter']"
"['INTRADAY', 'BUY', 'MANGCHEFER', 'ABOVE', '117', 'SL', '115', 'TARGET', '120']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'M', 'MFIN', 'ABOVE', '186', 'SL', '184', 'TARGET', '190', '195']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'BUY', 'KEC', 'CMP', '406', 'SL', '401', 'TARGET', '413']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'UPDATE', 'KEC', 'GIVEN', 'AT', '406', 'TOUCHED', '410', '50', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDINGLY']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'UPDATE', 'KEC', 'GIVEN', 'AT', '406', 'TOUCHED', 'TARGET', '413', 'HIGH', '413', '80']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'exit', 'NANA', 'exit', 'NANA']"
"['FRIENDS', 'EYES', 'ON', 'LAOPALA', 'ABOVE', '279', 'CAN', 'GIVE', 'A', 'ROCKET', 'UPMOVE']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'LAOPALA', 'ABOVE', '279', 'SL', '276', 'TARGET', '285', '290']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['LAOPALA', 'RSI', 'ON', 'A', 'HUGE', 'BREAKOUT']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['LAOPALA', 'SUPERB', 'FUNDAMENTALS', ""DON'T"", 'MISS']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA']"
"['A', 'MOVE', 'ABOVE', '279', 'CAN', 'GIVE', 'A', 'DECENT', 'UPMOVE', ""DON'T"", 'MISS']","['NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', '290', 'POSSIBLE', 'IN', 'LAOPALA', ""DON'T"", 'MISS', 'ABOVE', '279']","['NANA', 'exit', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'enter']"
"['INTRADAY', 'UPDATE', 'M', 'MFIN', 'GIVEN', 'A', 'BUY', 'ABOVE', '186', 'TOUCHED', 'FIRST', 'TARGET', '190', 'HIGH', '190', '40']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'exit', 'NANA']"
"['BTST', 'TATACOFFEE', 'CMP', '207']","['NANA', 'symbol', 'NANA', 'enter']"
"['INTRADAY', 'BUY', 'NELCAST', 'CMP', '67', 'SL', '65', '50', 'TARGET', '75']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'L', 'TFH', 'CMP', '71', 'SL', '69', '50', 'TARGET', '75']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit']"
"['INTRADAY', 'UPDATE', 'NELCAST', 'GIVEN', 'AT', '67', 'IS', 'GOING', 'STRONG', 'AT', '69', '90', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDINGLY']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'MANGALAM', 'ABOVE', '145', 'SL', '143', 'TARGET', '150']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'UPDATE', 'L', 'TFH', 'GIVEN', 'AT', '71', 'TOUCHED', '72', '50']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['BTST', 'GREENPLY', 'CMP', '183']","['NANA', 'symbol', 'NANA', 'enter']"
"['INTRADAY', 'BUY', 'STERTOOLS', 'CMP', '294', 'SL', '290', 'TARGET', '300']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['IGNORE', 'STERTOOLS', 'AS', 'UPPER', 'CIRCUIT', 'IS', 'VERY', 'NEAR', 'AT', '294', '30']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['BTST', 'TCPLPACK', 'CMP', '965']","['NANA', 'symbol', 'NANA', 'enter']"
"['INTRADAY', 'BUY', 'NAVKARCORP', 'ABOVE', '61', 'SL', '59', 'TARGET', '65']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'DCAL', 'CMP', '122', 'SL', '120', 'TARGET', '125', '130']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'BUY', 'LOKESHMACH', 'ABOVE', '79', 'SL', '77', '50', 'TARGET', '83', '85']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'UPDATE', 'DCAL', 'GIVEN', 'AT', '122', 'TOUCHED', 'FIRST', 'TARGET', '125']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'GANESHHOUC', 'ABOVE', '291', 'SL', '288', 'TARGET', '300']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'UPDATE', 'LOKESHMACH', 'GIVEN', 'ABOVE', '79', 'TOUCHED', '81', '25', 'GANESHHOUC', 'GIVEN', 'ABOVE', '291', 'TOUCHED', '294', '50']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'ASTRAMICRO', 'ABOVE', '215', 'SL', '212', 'TARGET', '220', '225']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['ASTRAMICRO', 'SUPERB', 'FUNDAS']","['symbol', 'NANA', 'NANA']"
"['ASTRAMICRO', 'HUGE', 'POTENTIAL', 'OF', 'INTRADAY', 'TARGETO', 'F', '223', '229']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA']"
"['BTST', 'TIMETECHNO', 'CMP', '113', '75']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['DELIVERY', 'BUY', 'ROSSELLIND', 'CMP', '188', 'SL', '164', 'TARGET', '220']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['ROSSELLIND', '191', 'IS', 'THE', 'ONLY', 'RESISTANCE', 'ABOVE', 'THAT', '204', 'POSSIBLE', 'INTRADAY']","['NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'ADSL', 'CMP', '127', 'SL', '124', 'TARGET', '130', '134']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'UPDATE', 'ADSL', 'GIVEN', 'AT', '127', 'TOUCHED', 'FIRST', 'TARGET', '130', 'HIGH', '131', '25']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'PRECWIRE', 'CMP', '71', '50', 'SL', '70', 'TARGET', '75']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit']"
['PRECWIRE'],['symbol']
"['INTRADAY', 'UPDATE', 'ADSL', 'GIVEN', 'AT', '127', 'TOUCHED', 'SECOND', 'TARGET', '134']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'APTECHT', 'CMP', '229', 'SL', '226', 'TARGET', '235']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'ARTEMISMED', 'CMP', '47', '75', 'SL', '45', '75', 'TARGET', '53']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit']"
"['ARTEMISMED', 'GIVEN', 'AT', '47', '75', 'GOING', 'STRONG', 'AT', '50', '80', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDINGLY']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['ARTEMISMED', 'GIVEN', 'AT', '47', '75', 'GOING', 'STRONG', 'AT', '51', '45', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDINGLY']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'AMDIND', 'CMP', '48', '70', 'SL', '46', 'TARGET', '56']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit']"
"[""DON'T"", 'MISS', 'AMDIND']","['NANA', 'NANA', 'symbol']"
"['INTRADAY', 'UPDATE', 'AMDIND', 'GIVEN', 'AT', '48', '70', 'TOUCHED', '52']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit']"
"['DELIVERY', 'BUY', 'CDSL', 'CMP', '1129', 'SL', '1055', 'TARGET', '1225']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['CDSL', 'MOVED', 'UPTO', '1147', 'FROM', '1129', 'INTRADAY', 'ITSELF']","['symbol', 'NANA', 'NANA', 'exit', 'NANA', 'enter', 'NANA', 'NANA']"
"['BTST', 'BRIGADE', 'CMP', '467']","['NANA', 'symbol', 'NANA', 'enter']"
"['SUPER', 'DUPER', 'INTRADAY', 'INTRADAY', 'BUY', 'TRIGYN', 'ABOVE', '109', 'SL', '107', 'TARGET', '115', '120', ""DON'T"", 'MISS']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'SHANTIGEAR', 'CMP', '239', 'SL', '236', 'TARGET', '245']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'SATIA', 'CMP', '129', '75', 'SL', '127', 'TARGET', '136']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'CUM', 'BTST', 'BUY', 'JSWSTEEL', 'CMP', '591', 'SL', '585', 'TARGET', '600']","['NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['BTST', 'AHLADA', 'CMP', '95', '90']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['BTST', 'BHAGERIA', 'CMP', '182', '70']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
['BHAGERIA'],['symbol']
"['INTRADAY', 'BUY', 'VETO', 'CMP', '89', 'SL', '87', '50', 'TARGET', '95', '100']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA']"
"['VETO', 'GIVEN', 'AT', '89', 'GOING', 'STRONG', 'AT', '92', '70']","['symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'HMVL', 'CMP', '52', '70', 'SL', '50', 'TARGET', '57', '61']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"[""DON'T"", 'MISS', 'HMVL', 'WE', 'MAY', 'SEE', '59', '61', 'LEVELS', 'INTRADAY']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'UPDATE', 'HMVL', 'GIVEN', 'AT', '52', '70', 'TOUCHED', '54', '80']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['DELIVERY', 'BUY', 'CORDSCABLE', 'CMP', '56', '50', 'SL', '48', 'TARGET', '75', '85']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'UPDATE', 'VETO', 'GIVEN', 'AT', '89', 'TOUCHED', 'FIRST', 'TARGET', '95', 'AND', 'MADE', 'HIGH', '97', '70']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'OMAXE', 'CMP', '89', 'SL', '87', '50', 'TARGET', '95', '100']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA']"
"['BTST', 'CYBERTECH', 'CMP', '158']","['NANA', 'symbol', 'NANA', 'enter']"
"['BTST', 'BEL', 'CMP', '244', '50']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'GREENPLY', 'ABOVE', '185', 'SL', '182', 'TARGET', '190', '195']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"[""DON'T"", 'MISS', 'RUCHIRA', 'ABOVE', '119', '50', 'CAN', 'ZOOM', 'NICELY']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['RUCHIRA', 'FLAG']","['symbol', 'NANA']"
"['GREENPLY', 'ABOVE', '185', 'TOUCHED', '188', '60']","['symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'DAAWAT', 'ABOVE', '89', 'SL', '87', '50', 'TARGET', '93', '96']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'BUY', 'WELSPUNIND', 'CMP', '73', '80', 'SL', '72', '25', 'TARGET', '76']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit']"
"['INTRADAY', 'UPDATE', 'WELSPUNIND', 'GIVEN', 'AT', '73', '80', 'TOUCHED', '75', '45', 'GREENPLY', 'GIVEN', 'AT', '185', 'TOUCHED', '188', '60']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['FRIENDS', 'EYES', 'ON', 'SKMEGGPROD', 'ABOVE', '62', 'CAN', 'ZOOM']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'SKMEGGPROD', 'CMP', '61', '50', 'SL', '59', 'TARGET', '69']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit']"
"['BTST', 'SREEL', 'CMP', '172']","['NANA', 'symbol', 'NANA', 'enter']"
"['SREEL', '197', 'EXPECTING', 'IN', 'SHORT', 'TERM']","['symbol', 'exit', 'NANA', 'NANA', 'NANA', 'NANA']"
"['BTST', 'BAJAJ', 'AUTO', 'CMP', '3985']","['NANA', 'NANA', 'NANA', 'NANA', 'enter']"
"['BTST', 'JKPAPER', 'CMP', '319']","['NANA', 'symbol', 'NANA', 'enter']"
"['INTRADAY', 'BUY', 'RAIN', 'ABOVE', '161', 'SL', '159', 'TARGET', '165']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'GSPL', 'ABOVE', '235', 'SL', '232', 'TARGET', '240']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['SUPER', 'DUPER', 'DELIVERY', 'BUY', 'RAMCOIND', 'CMP', '185', 'SL', '165', 'TARGET', '225', '250']","['NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"[""DON'T"", 'MISS', 'RAMCOIND', 'IT', 'WILL', 'GIVE', 'A', 'SUPER', 'DUPER', 'UPMOVE']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'WABAG', 'CMP', '253', 'SL', '250', 'TARGET', '257', '260']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'UPDATE', 'WABAG', 'GIVEN', 'AT', '253', 'TOUCHED', 'FIRST', 'TARGET', '257', 'HIGH', '257', '90']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'BUY', 'SOTL', 'CMP', '1186', 'SL', '1170', 'TARGET', '1205', '1220']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'UPDATE', 'GSPL', 'GIVEN', 'A', 'BUY', 'ABV', '235', 'TOUCHED', 'TARGET', '240', 'HIGH', '240', '60']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'exit', 'NANA', 'exit', 'NANA']"
"['DELIVERY', 'BUY', 'SRHHYPOLTD', 'CMP', '519', 'SL', '401', 'TARGET', '675', '725', '750']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA']"
"['SRHHYPOLTD', 'EXCELLENT', 'FUNDAMENTALS']","['symbol', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'ASHAPURMIN', 'CMP', '113', '50', 'SL', '111', 'TARGET', '118', '121']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'UPDATE', 'ASHAPURAMIN', 'GIVEN', 'AT', '113', '50', 'GOING', 'STRONG', 'AT', '117', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDINGLY']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['PTL', 'WEEKLY']","['symbol', 'NANA']"
"['PTL', 'FUNDAMENTALS', 'ALSO', 'GOOD']","['symbol', 'NANA', 'NANA', 'NANA']"
"['NIFTY', 'SPOT', 'CMP', '16676', 'SUSTAINING', 'BELOW', '16670', 'CAN', 'GIVE', 'A', 'DOWNFALL']","['NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'exit', 'NANA', 'NANA', 'NANA', 'NANA']"
"['FRIENDS', 'WATCHOUT', 'SRHHYPOLTD', 'GIVEN', 'FOR', 'DELIVERY', 'AT', '519', 'ROCKING', 'TODAY', 'ITSELF', 'AT', '539']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'FMGOETZE', 'ABOVE', '295', 'SL', '292', 'TARGET', '300']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'UPDATE', 'WABAG', 'GIVEN', 'AT', '253', 'TOUCHED', 'FIRST', 'TARGET', '257', 'AND', 'IS', 'GOING', 'STRONG', 'AT', '258', '50']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'UPDATE', 'FMGOETZE', 'GIVEN', 'AT', '295', 'TOUCHED', '298', '20']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['BTST', 'USHAMART', 'CMP', '132', '50']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['FRIENDS', 'A', 'NICE', 'FLAG', 'PATTERN', 'SEEN', 'IN', 'ORIENTCEM', 'GOOD', 'FOR', 'BTST']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['BTST', 'ORIENTCEM', 'CMP', '120', '50', 'FLAG', 'PATTERN', 'ALREADY', 'CONFIRMED', ""DON'T"", 'MISS']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'WONDERLA', 'ABOVE', '240', 'SL', '237', 'TARGET', '247', '253']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['WONDERLA', 'LOOKING', 'AWESOME', 'ON', 'DAILY', 'CHARTS', 'ALSO', 'DELIVERY', 'TARGET', '325', 'IN', 'SHORT', 'TERM']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'NANA', 'NANA']"
"['FRIENDS', 'WONDERLA', 'MOVING', 'UP', 'FOR', 'BREAKING', 'OUT', 'KEEP', 'A', 'SHARP', 'EYE', 'ABOVE', '241', 'FOR', 'ROCKET', 'UPMOVE']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['ABOVE', '240', '241', 'HUGE', 'UPMOVE', 'COMING', ""DON'T"", 'MISS']","['NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'ASTRAMICRO', 'ABOVE', '284', 'SL', '281', 'TARGET', '290', '295']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['FRIENDS', 'EYES', 'ON', 'GFLLIMITED', 'ABOVE', '72', 'CAN', 'GIVE', 'A', 'SUPER', 'DUPER', 'UPMOVE']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'GRSE', 'ABOVE', '258', 'SL', '255', 'TARGET', '264', '268']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['FLAG', 'BREAKOUT', 'INTRADAY', 'BUY', 'NELCAST', 'ABOVE', '70', 'SL', '68', 'TARGET', '75', '78', '80']","['NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'PIONEEREMB', 'CMP', '47', '35', 'SL', '46', 'TARGET', '53', '54']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['PIONEEREMB', 'CAN', 'TOUCH', '53', 'INTRADAY']","['symbol', 'NANA', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'BUY', 'METROBRAND', 'ABOVE', '635', 'SL', '625', 'TARGET', '650', '660']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'BUY', 'GET', 'D', 'ABOVE', '111', 'SL', '109', 'TARGET', '115', '118']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'UPDATE', 'GET', 'D', 'GIVEN', 'ABOVE', '111', 'TOUCHED', '114', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDINGLY']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'exit', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['BTST', 'KUANTUM', 'CMP', '85', '70']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['BTST', 'WONDERLA', 'CMP', '238']","['NANA', 'symbol', 'NANA', 'enter']"
"['BTST', 'GIVEN', 'IN', 'KUANTUM', 'AT', '85', '70', 'ROCKING', 'NOW', 'AT', '91']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit']"
