time,message,prediction,isPredAccurate
2022-02-28 06:01:25,"ADANITRANS.. ON UPPER CIRCUIT AT 2134.45 

ALERTED AT 2066 ",,
2022-02-28 05:43:07,ADANITRANS... GOING UP... FROM LEVEL OF 2066 TO 2110+ ,,
2022-02-28 05:39:44,ADANITRANS : SUSTAINING ABOVE 2066 CAN GIVE A NICE UPMOVE ,,
2022-02-28 05:30:24,HINDALCO... ABOVE 555 TOUCHED 558.85 ,,
2022-02-28 05:17:25,INTRADAY : BUY HINDALCO ABOVE 555 SL 550 TARGET 561 - 565 ,,
2022-02-28 04:55:20,CEBBCO ,,
2022-02-28 04:54:06,CEBBCO.. MAKING OF HAMMER PATTERN.. LOOKS GOOD FOR 41+ ,,
2022-02-28 04:53:05,"INTRADAY 

BUY CEBBCO CMP 39 SL 38 TARGET 40.50 - 41.50 ",,
2022-02-28 04:51:14,JALHISAR DID 345 TO 349 ,,
2022-02-28 04:47:46,EVERREADY DIDN'T GO ABOVE GIVEN LEVEL OF 375 HENCE.. CALL STANDS CANCELLED ,,
2022-02-28 04:47:23,INTRADAY : BUY JSLHISAR ABOVE 345 SL 341 TARGET 350 ,,
2022-02-28 04:08:41,INTRADAY : BUY EVEREADY ABOVE 375 SL 371 TARGET 379 - 384 ,,
2022-02-25 09:59:36,HIMATSEIDE... TOUCHED 168 FROM 164 LEVELS.. KEEP ON BOOKING ,,
2022-02-25 09:52:22,HIMATSEIDE.. FROM 164.20 TOUCHED 167.25 LEVELS ,,
2022-02-25 09:50:17,DON'T MISS HIMATSEIDE FOR HUGE UPMOVE... CMP 164.50 ,,
2022-02-25 09:48:52,BTST : HIMATSEIDE CMP 164.20 ,,
2022-02-25 09:47:37,"INTRADAY UPDATE

RBA GIVEN AT 107 TOUCHED BOTH TARGETS ... 109 AND 111 ",,
2022-02-25 09:41:09,"FRIENDS...

PANAMAPET GIVEN AT 227.75 TOUCHED 231.65 INTRADAY ITSELF ",,
2022-02-25 09:39:54,BTST : PANAMAPET CMP 227.75 ,,
2022-02-25 09:04:46,INTRADAY : BUY RBA CMP 107 SL 105 TARGET 109 - 111 ,,
2022-02-25 08:55:15,"TIMKEN DID 2118 FROM 2053

ENJOY !!! ",,
2022-02-25 08:53:53,INTRADAY : BUY VADILALIND ABOVE 1231 SL 1220 TARGET 1245 - 1260 ,,
2022-02-25 08:25:28,"TIMKEN : ONLY RESISTANCE IS 2089

ABOVE 2089 —> WE MAY SEE A DECENT UPMOVE ",,
2022-02-25 08:18:43,TIMKEN..ROCKING... 2053 TO 2084+ ,,
2022-02-25 08:12:04,TIMKEN : SUSTAINING ABOVE 2053 CAN GIVE A NICE UPMOVE ,,
2022-02-25 06:10:44,TARC ,,
2022-02-25 06:09:24,"GOOD VOLUMES, RSI COMING OUT OF OVERSOLD

PURE REVERSAL.... DON'T MISS ",,
2022-02-25 06:05:42,BIRLACABLE... TOUCHED SECOND TARGET 136 ALSO (HIGH : 137.50) ,,
2022-02-25 05:42:11,BIRLACABLE.. TOUCHED FIRST TARGET 134 (HIGH : 135) ,,
2022-02-25 05:40:28,BIRLACABLE.. GOING UP NOW... 133.75 ABOVE 132 ,,
2022-02-25 04:08:19,"BIRLACABLE.. COULDN'T GO ABOVE 132 

LEVEL REMAIN INTACT ",,
2022-02-25 03:56:07, ,,
2022-02-25 03:54:24,BIRLACABLE : MOMENTUM ABOVE 132.65 - 133 ,,
2022-02-25 03:53:13,INTRADAY : BUY BIRLACABLE CMP 132 SL 130 TARGET 134 - 136 ,,
2022-02-23 09:26:20,"INTRADAY UPDATE

SPIC GIVEN AT 59.35 TOUCHED FIRST TARGET 60.50 AND MADE HIGH OF 61.20 ",,
2022-02-23 06:17:10,INTRADAY : BUY BHARATGEAR CMP 147.10 SL 145.50 TARGET 149 - 151 - 153 - 155 ,,
2022-02-23 05:21:41,INTRADAY : EIDPARRY : SUSTAINING ABOVE 415 CAN GIVE A NICE UPMOVE ,,
2022-02-23 04:34:48,INTRADAY : BUY OBEROIRLTY ABOVE 930 SL 920 TARGET 940 - 950 ,,
2022-02-23 04:23:42,HMVL MAY MOVE SAME LIKE TRIGYN ,,
2022-02-23 04:23:19,HMVL.. CAN PROVE TO BE A BEST REVERSAL SCRIP... DON'T MISS... ,,
2022-02-23 04:20:07,"INTRADAY UPDATE

TRIGYN GIVEN A BUY AT 135 ROCKING AT 142.65

KEEP ON BOOKING ",,
2022-02-23 04:12:58,"INTRADAY UPDATE

TRIGYN GIVEN AT 135 TOUCHED SECOND TARGET 139 ALSO (HIGH : 139.15) ",,
2022-02-23 04:12:11,MANINDS.. MOMENTUM ABOVE 89.50 DON'T MISS ,,
2022-02-23 04:10:16,"INTRADAY

BUY MANINDS CMP 88.50 SL 87 TARGET 90 - 92 - 94 ",,
2022-02-23 04:08:45,"INTRADAY UPDATE

TRIGYN GIVEN AT 135 TOUCHED FIRST TARGET 137 (HIGH : 137.60) ",,
2022-02-23 04:06:46,"INTRADAY : BUY TRIGYN CMP 135 SL 133 TARGET 137 - 139

PLEASE KEEP STRICT SL ",,
2022-02-23 04:00:33,"INTRADAY UPDATE

SPIC GIVEN AT 59.35 TOUCHED FIRST TARGET 60.50 (HIGH : 60.60) ",,
2022-02-23 03:55:46,INTRADAY : BUY SPIC CMP 59.35 SL 58 TARGET 60.50 - 62 - 63.50 - 65+ ,,
2022-02-23 03:27:19, ,,
2022-02-22 10:33:29, ,,
2022-02-22 05:02:42,UNIVASTU.. GIVEN ABOVE 113 TOUCHED 113.70 AND STOP LOSS HIT ,,
2022-02-22 05:00:17,INTRADAY : BUY UNIVASTU ABOVE 113 SL 111 TARGET 115 - 117 - 119 ,,
2022-02-22 03:25:40, ,,
2022-02-22 03:18:55, ,,
2022-02-21 11:02:41, ,,
2022-02-21 08:31:52,SHALPAINTS.. DIDN'T GO ABOVE 140 HENCE CALL STANDS CANCELLED ,,
2022-02-21 08:17:46,INTRADAY : BUY SHALPAINTS ABOVE 140 SL 138 TARGET 142 - 144 - 146 ,,
2022-02-21 08:12:37,MHRIL ABOVE 222 DID 223.80 AND SL HIT ,,
2022-02-21 07:41:00,INTRADAY : BUY MHRIL ABOVE 222 SUSTAINING SL 219 TARGET 225 - 228 ,,
2022-02-21 07:27:10,"SHANTIGEAR

ROCKING

GIVEN TODAY FOR INTRADAY ABV 186 .. NOW AT 204+ ",,
2022-02-21 07:20:47,"INTRADAY UPDATE

CEBBCO GIVEN AT 43.75 TOUCHED FIRST TARGET 45 ",,
2022-02-21 07:17:47,INTRADAY : BUY CEBBCO CMP 43.75 SL 42.50 TARGET 45 - 46.25 ,,
2022-02-21 07:04:22,"INTRADAY UPDATE

CHALET GIVEN ABOVE 277 TOUCHED FIRST TARGET 280 AND MADE HIGH : 282.50) ",,
2022-02-21 07:01:14,ARSHIYA.. RETESTED FROM BREAKOUT LEVEL.. LOOKING VERY GOOD ON CHARTS ,,
2022-02-21 06:57:57,"DELIVERY

BUY ARSHIYA CMP 40 SL 35.50 TARGET 45 - 49 - 53 - 58 ",,
2022-02-21 05:51:22,"INTRADAY UPDATE

SHANTIGEAR GIVEN ABOVE 186 TOUCHED FIRST TARGET 188 (HIGH : 188.55) ",,
2022-02-21 05:48:22,INTRADAY : BUY SHANTIGEAR ABOVE 186 SL 184 TARGET 188 - 190 - 192 ,,
2022-02-21 04:25:58,"INTRADAY UPDATE

MAHLOG GIVEN AT 434 TOUCHED FIRST TARGET 438 (HIGH : 440.70) ",,
2022-02-21 04:23:08,INTRADAY : BUY MAHLOG CMP 434 SL 429 TARGET 438 - 442 ,,
2022-02-21 03:30:08, ,,
2022-02-18 11:00:43, ,,
2022-02-18 09:17:47,EDELWEISS GIVEN AT 61.30 FOR DELIVERY GOING STRONG AT 63.35 TODAY ITSELF ,,
2022-02-18 09:08:23,"SRHHYPOLTD ROCKING.. AFTER SL HIT..

NOW AT 434+ ",,
2022-02-18 07:26:57,INTRADAY : BUY SETCO CMP 16.50 SL 15.50 TARGET 17.80 ,,
2022-02-18 06:56:17,"INTRADAY UPDATE

CUMMINS GIVEN AT 996 TOUCHED 1003 ",,
2022-02-18 05:25:21,SRHHYPOLTD SL HIT ,,
2022-02-18 05:06:24,INTRADAY : BUY SRHHYPOLTD ABOVE 423 SL 417 TARGET 430 - 435 ,,
2022-02-18 04:59:50,INDTERRAIN : RSI COMING OUT OF OVERSOLD.. DON'T MISS ,,
2022-02-18 04:58:12,INTRADAY : BUY INDTERRAIN CMP 51.10 SL 50 TARGET 53 - 55 ,,
2022-02-18 04:50:07,INTRADAY : BUY HMVL CMP 76.70 SL 75 TARGET 79 - 82 - 84 - 86 ,,
2022-02-18 04:02:20,INTRADAY : BUY CUMMINSIND CMP 996 SL 985 TARGET 1007 - 1010 ,,
2022-02-18 03:53:36,WATCHOUT.. GEECEE... GIVEN YESTERDAY AROUND 184 LEVELS.. ROCKING TODAY AT 204+ ,,
2022-02-18 03:23:36, ,,
2022-02-17 11:30:06, ,,
2022-02-17 09:42:20,"GEECEE ON UPPER CIRCUIT

GIVEN AROUND 184 

NOW AT 193.55 (UPPER CIRCUIT) ",,
2022-02-17 08:29:59,INTRADAY : BUY LEMONTREE CMP 53.40 SL 52 TARGET 55.50 - 57 ,,
2022-02-17 08:16:20,IF GANGESSECU CLOSES AROUND 102 - 103 LEVELS.. WE MAY SEE 30 RS UPMOVE FROM HERE ,,
2022-02-17 08:13:06,INTRADAY : BUY GANGESSECU CMP 101 SL 99.50 TARGET 103 - 106 - 109 ,,
2022-02-17 08:10:03,BSE... GIVEN A LEVEL OF 2315 ... GOING STRONG NOW AT 2332 ,,
2022-02-17 08:01:40,INOXLEUSURE.. DID 416 TO 419 ,,
2022-02-17 07:55:12,INOXLEUSURE ,,
2022-02-17 07:54:24,"PATTERN IS SAME AS EVEREADY

ABOVE 416 IT WILL ROCK ",,
2022-02-17 07:53:31,INTRADAY : BUY INOXLEISUR ABOVE 416 SL 411 TARGET 421 - 426 ,,
2022-02-17 07:23:21,BSE : SUSTAINING ABOVE 2315 CAN GIVE A NICE UPMOVE ,,
2022-02-17 06:59:07, ,,
2022-02-17 06:59:01,"DIGISPICE : TOOK WEEKLY SUPPORT AT TRENDLINE.. LOOKS GOOD NOW AT 39.05 

MOMENTUM ABOVE 39.40 ",,
2022-02-17 06:41:23,"DIGISPICE IS ON A PURE REVERSAL PATTERN.. 

LOOKS GOOD ON CHARTS ",,
2022-02-17 06:38:36,EVEREADY... SECOND TARGET OF 346 ALSO ACHIEVED... TOUCHED HIGH : 347 ,,
2022-02-17 06:36:16,DIGISPICE LOOKING VERY PROMISING... ALREADY INITIATED... WE MAY SEE 41 - 41.50 - 42 LEVELS INTRADAY ,,
2022-02-17 06:33:51,INTRADAY :BUY DIGISPICE CMP 39 SL 38 TARGET 41 - 42 ,,
2022-02-17 06:29:37,DON'T MISS : UPMOVE IN SILINV ABOVE 343 ,,
2022-02-17 06:29:07,"INTRADAY UPDATE

MALUPAPER GIVEN FOR INTRADAY AT 32.35 TOUCHED FIRST TARGET 34 ",,
2022-02-17 06:22:31,SILINV.. READY TO BREAKOUT... WATCHOUT... ,,
2022-02-17 06:17:14,SHIL ROCKING.... 423 TO 440+ ,,
2022-02-17 06:14:35,TRIPPLE TOP FORMATION.. ABV AVERAGE VOLUMES ,,
2022-02-17 06:07:02,GEECEE : DELIVERY IF TAKEN .. HAVE TARGETS OF 267+ LEVELS IN EXTREME SHORT TERM ,,
2022-02-17 06:05:25,"GEECEE.. HAVE STARTED UPMOVE... WATCHOUT


HIGH PROBABILITY OF TOUCHING 192 - 193 LEVELS INTRADAY ITSELF ",,
2022-02-17 06:01:35,INTRADAY : BUY SHIL ABOVE 423 SL 419 TARGET 428 - 432 ,,
2022-02-17 05:57:55,"INTRADAY UPDATE

EVEREADY GIVEN A BUY  AT 338.10 TOUCHED FIRST TARGET 342 ",,
2022-02-17 05:49:14,GEECEE.. LOOKS LIKE CAN GO  FOR AN UPPER CIRCUIT .. ,,
2022-02-17 05:45:08,GEECEE IS ON A TRIPPLE TOP BREAKOUT.. AS SEEN ON CHARTS... DON'T MISS ,,
2022-02-17 05:40:44,DOIN'T MISS GEECEE.. ITS ON A HUGE FLAG BREAKOUT ,,
2022-02-17 05:40:25,"FLAG BREAKOUT

BUY GEECEE CMP 184.40 SL 182 TARGET 186.50 - 189 - 192 ",,
2022-02-17 05:35:47,INTRADAY : BUY MALUPAPER CMP 32.35 SL 31 TARGET 34 - 36 - 38 ,,
2022-02-17 05:32:13,"INTRADAY

BUY EVEREADY CMP 338.10 SL 334 TARGET 342 - 346 ",,
2022-02-17 05:27:37,REFEX.. TOUCHED 139.90 JUST 10 PAISE AWAY FROM FIRST TARGET FROM 138 ,,
2022-02-17 05:26:43,"REFEX.. SHOWING GOOD STRENGTH AS VOLUMES ARE ABOVE AVERAGE, RSI SHOWING STRENGTH ",,
2022-02-17 05:20:42,INTRADAY : BUY REFEX CMP  138 SL 136 TARGET 140 - 142 - 144 - 146 ,,
2022-02-17 04:38:21,"INTRADAY UPDATE

KHAICHEM GIVEN AT 111.55 TOUCHED FIRST TARGET 113 

AROGRANITE ABOVE 62 TOUCHED 63.45 ",,
2022-02-17 04:20:14,"INTRADAY UPDATE

TEXINFRA GIVEN A BUY AT 64.65 TOUCHED SECOND TARGET 68 (HIGH : 68.30) ",,
2022-02-17 04:18:51,"INTRADAY UPDATE

TEXINFRA GIVEN A BUY AT 64.65 TOUCHED FIRST TARGET 66.50 ",,
2022-02-17 04:08:12,TEXINFRA.. GIVEN AT 64.65 TOUCHED 66 ,,
2022-02-17 03:57:52,ONLY HURDLE IS 65 .. ABOVE THAT.. HUGE MOMENTUM AND FLAG BREAKOUT ,,
2022-02-17 03:56:49,INTRADAY : BUY TEXINFRA CMP 64.65 SL 63 TARGET 66.50 - 68 - 70 - 72 ,,
2022-02-17 03:08:54, ,,
2022-02-15 11:51:03, ,,
2022-02-15 09:57:33,ALMONDZ.. ON UPPER CIRCUITA T 109.80 ,,
2022-02-15 09:55:32,WE MAY SEE 31+ IN MURUDCERA ,,
2022-02-15 09:54:05,TOOK NICE SUPPORT AT TRENDLINE... AND NOW READY FOR A BREAKOUT ,,
2022-02-15 09:52:52,BTST : MURUDCERA CMP 26.95 ,,
2022-02-15 09:48:33,WATCHOUT.. BTST GIVEN IN ALMONDZ.. AT 99.70 TOUCHED 107.95 TODAY ITSELF ,,
2022-02-15 09:41:18,PURE REVERSAL : RSI COMEBACK FROM OVERSOLD.. GREAT VOLUMES ,,
2022-02-15 09:38:12,"DON'T MISS :

BTST : ALMONDZ CMP 99.70 ",,
2022-02-15 09:27:58,WATCHOUT.. STEEL CITY.. GIVEN AT 65 GOING STRONG AT 68+ ,,
2022-02-15 09:01:20,BIOFILCHEM DID 65.70 TO 67.80 ACHIEVING FIRST TARGET OF 67 ,,
2022-02-15 08:36:34,INTRADAY : BUY BIOFILCHEM CMP 65.70 SL 64 TARGET 67 - 69 - 72 ,,
2022-02-15 07:12:23,super 4 tops... above 207 can give a nice upmove ,,
2022-02-15 07:08:51,SL 198 ,,
2022-02-15 07:07:49,"TRIPPLE TOP 

BUY AHLEAST CMP 204 

MOMENTUM ABOVE 207

TARGET 212 - 217 - 221 ",,
2022-02-15 06:48:28,INTRADAY :BUY TFCIL CMP 63.90 SL 62.50 TARGET 66 - 68 - 70 - 72 ,,
2022-02-15 06:46:54,ACCURACY... GIVEN ABOVE 218 TOUCHED FIRST TARGET 221 (HIGH : 222.95) ,,
2022-02-15 06:37:34,SUPER TREND LINE BREAKOUT ,,
2022-02-15 06:36:31,ACCURACY HAS SAME PATTERN LIKE CONSOFINVT.. IT CAN ZOOM QUICKLY..ANY TIME ,,
2022-02-15 06:35:39,ACCURACY : WE MAY SEE 227 - 236 INTRADAY ,,
2022-02-15 06:34:06,ACCURACY IS ON A TRENDLINE / FLAG BO ,,
2022-02-15 06:32:34,INTRADAY : BUY ACCURACY ABOVE 218 SL 215 TARGET 221 - 224 ,,
2022-02-15 06:16:11,TERASOFT.... ONLY HURDLE IS 51 .. ABOVE THAT.. WE MAY SEE A ROCKET UPMOVE ,,
2022-02-15 06:12:12,INTRADAY : BUY TERASOFT CMP 50 SL 48.50 TARGET 52 - 54 - 56 - 58 ,,
2022-02-15 06:11:18,WATCHOUT CONSOFINVT.. GIVEN ABOVE 230 TOUCHED 242 LEVELS ,,
2022-02-15 04:27:53,CONSOFINVT : SUSTAINING ABOVE 230 - 231 CAN GIVE A FANTASTIC UPMOVE ,,
2022-02-15 04:15:29,"INTRADAY UPDATE

CONSOFINVT STOP LOSS HIT ",,
2022-02-15 04:04:01,INTRADAY : BUY CONSOFINVT CMP 228 SL 225 TARGET 231 - 234 - 237 ,,
2022-02-14 04:53:33,MIRZAINT.. DID 155 TO 156.45 ,,
2022-02-14 04:49:05,INTRADAY : BUY MIRZAINT ABOVE 155 SL 153 TARGET 157 - 159 ,,
2022-02-11 12:29:15, ,,
2022-02-11 11:23:41, ,,
2022-02-11 09:28:47,BTST : JISLJALEQS  CMP 45.70 ,,
2022-02-11 08:56:59,"GULFOILLUB.. IS ON A MULTIPLE TOPS SCENARIO

ANYTIME CROSSING 500 CAN.. GIVE 507 - 510  LEVELS ",,
2022-02-11 08:46:18,INTRADAY : BUY GULFOILLUB CMP 497.45 SL 492 TARGET 503 - 508 ,,
2022-02-11 08:42:42,"WATCHOUT... OUR DELIVERY BUY GIVEN IN RKEC... GIVEN AT 62 

GOING UP... AT 65.50 TODAY ITSELF ",,
2022-02-11 08:01:06,INTRADAY : BUY GENCON CMP 41 SL 39.50 TARGET 43 - 45 - 47 ,,
2022-02-11 07:49:21,"INTRADAY

BUY NACLIND CMP 88.35 SL 87 TARGET 90 - 92 - 94 - 96 ",,
2022-02-11 07:46:49,"INTRADAY UPDATE

PEARLPOLY GIVEN AT 20.55 TOUCHED 22 ",,
2022-02-11 07:43:00,INTRADAY : BUY ARROWGREEN CMP 135 SL 133 TARGET 137 - 139  - 141 - 143 ,,
2022-02-11 07:35:19,SHANKARA GIVEN ABV 638 ROCKING.. TOUCHED  681+ ,,
2022-02-11 07:19:56,WE MAY SEE UPPER CIRCUIT AT 22+ IN PEARLPOLY ,,
2022-02-11 07:16:39,INTRADAY : BUY PEARLPOLY CMP 20.55 SL 19 TARGET 22.30 ,,
2022-02-11 07:04:14,INTRADAY : BUY SHANKARA SUSTAINING ABOVE 638 SL 630 TARGET 647 - 650 ,,
2022-02-11 06:57:44,RVHL : ON A MAKING OF  FLAG DON'T MISS ,,
2022-02-11 06:56:39,"INTRADAY : BUY RVHL CMP 29.35 SL 28 TARGET 31.25

DON'T MISS ",,
2022-02-11 06:34:49,GANGESSECU DID 104.55 FROM 98 LEVELS.. IN MINUS 900 MARKET ,,
2022-02-11 04:32:50,INTRADAY : BUY APTUS ABOVE 376 SL 372 TARGET 380 - 384 ,,
2022-02-11 03:30:09, ,,
2022-02-11 03:20:30, ,,
2022-02-10 10:45:20, ,,
2022-02-10 09:59:05,BTST : REDINGTON 174 ,,
2022-02-10 09:41:49,BTST : SEAMECLTD CMP 1300 ,,
2022-02-10 09:39:12,WATCHOUT.. MAHLIFE GIVEN ABOVE 300 IS ON UPPER CIRCUIT AT 321.50 ,,
2022-02-10 09:38:36,"INTRADAY UPDATE

STLTECH GIVEN ABOVE 220 SL HIT ",,
2022-02-10 09:01:14,INTRADAY : BUY STLTECH ABOVE 220 SL 217 TARGET 223 - 226 ,,
2022-02-10 08:42:13,"INTRADAY UPDATE

MAHLIFE GIVEN ABOVE 300 TOUCHED THIRD TARGET 312 (HIGH : 315)

BOOK PROFITS ",,
2022-02-10 08:40:31,"INTRADAY UPDATE

MAHLIFE GIVEN ABOVE 300 TOUCHED SECOND TARGET 308 (HIGH : 308.90) ",,
2022-02-10 08:36:35,"INTRADAY UPDATE

MAHLIFE GIVEN ABOVE 300 TOUCHED FIRST TARGET 304 (HIGH : 305.50) ",,
2022-02-10 08:34:43,INTRADAY : BUY MAHLIFE ABOVE 300 SL 296 TARGET 304 - 308 - 312 ,,
2022-02-10 07:30:07,"INTRADAY UPDATE

FEDERALBANK GIVEN ABOVE 103 TOUCHED  ALMOST FIRST TARGET 105 (HIGH : 104.90) ",,
2022-02-10 06:41:48,DON'T MISS REPCOHOME .. SUPERB ON CHARTS.. WILL GIVE A BLAST ,,
2022-02-10 06:40:45,"INTRADAY (INVERTED H&S PATTERN)

BUY REPCOHOME ABOVE 278 SL 275 TARGET 281 - 284 - 287 ",,
2022-02-10 06:30:42,"INTRADAY UPDATE

NDTV GIVEN ABOVE 133 TOUCHED THIRD TARGET 139 (HIGH : 140.85 — UPPER CIRCUIT) ",,
2022-02-10 04:45:42,"DELIVERY

BUY KMSUGAR CMP 35.60 SL 29.60 TARGET 42 - 46 - 50 ",,
2022-02-10 04:30:32,ANIKINDS.. GIVEN FOR INTRADAY AT 37.60 TOUCHED 39.45 ,,
2022-02-10 04:23:49,"INTRADAY UPDATE

NDTV GIVEN ABOVE 133 TOUCHED SECOND TARGET 137 (HIGH : 138) ",,
2022-02-10 04:21:22,NDTV GIVEN ABOVE 133 TOUCHED FIRST TARGET 135 ,,
2022-02-10 04:20:23,INTRADAY : BUY FEDERALBANK ABOVE 103 SL 101 TARGET 105 - 107 - 109 ,,
2022-02-10 04:18:54,INTRADAY : BUY NDTV ABOVE 133 SL 131 TARGET 135 - 137 - 139 ,,
2022-02-10 04:11:27,ONLY HURDLE OF 38.75 FOR FLAG CONFIRMATION ,,
2022-02-10 04:08:56,MAKING OF A FLAG.. DON'T MISS ,,
2022-02-10 04:07:55,"FLAG BREAKOUT

INTRADAY : BUY ANIKINDS CMP 37.60 SL 36 TARGET 40.40 ",,
2022-02-10 03:47:56,"BTST UPDATE

ADANIENT DID 1799 FROM 1790
NBVENTURES DID 144 FROM 139.40 ",,
2022-02-10 03:12:35, ,,
2022-02-10 02:50:53, ,,
2022-02-09 12:53:40, ,,
2022-02-09 12:52:24, ,,
2022-02-09 09:37:14,NBVENTURES... GIVEN AT 139.40 MOVED UPTO 141.90 ,,
2022-02-09 09:29:00,BTST : NBVENTURES CMP 139.40 ,,
2022-02-09 09:28:07,"INTRADAY UPDATE

KHAICHEM GIVEN AT 109.40 TOUCHED FIRST TARGET 110.50 AND SECOND TARGET 112 ALSO ",,
2022-02-09 09:26:48,BTST : ADANIENT CMP 1790 ,,
2022-02-09 09:23:26,CLEDUCATE... DID 105 TO 107 AND MADE HIGH 107.95 ,,
2022-02-09 09:15:56,DON'T MISS CLEDUCATE.... FOR SUPER EXTREME SHORT TERM ,,
2022-02-09 09:13:55,"INTRADAY

BUY : CLEDUCATE CMP 105 SL 103 TARGET 107 - 109 - 111 - 112 ",,
2022-02-09 08:52:04,VETO DIDN'T GO ABOVE 117 HENCE CALL STANDS CANCELLED ,,
2022-02-09 08:47:38,MOVING TOWARDS MULTIPLE TOPS : VETO ,,
2022-02-09 08:42:35,A MOVE ABOVE 117 CAN QUICKLY TARGET 125 LEVELS ,,
2022-02-09 08:42:26,VETO MOVING TOWARDS MULTIPLE TOPS... ,,
2022-02-09 08:40:40,INTRADAY : BUY VETO ABOVE 117 SL 115 TARGET 119 - 121 - 123 - 125 ,,
2022-02-09 08:24:44,"DON'T MISS

BUY KHAICHEM CMP 109.40 SL 108 TARGET 110.50 - 112 - 113.50 ",,
2022-02-09 08:13:00,"INTRADAY UPDATE

SPANDANA GIVEN AT 430 TOUCHED 457.70 ",,
2022-02-09 07:39:39,DEEPINDS.. GIVEN AT 202 FOR DELIVERY TODAY... TOUCHED 214.50 ,,
2022-02-09 06:48:51,WSTCSTPAPR : TRENDLINE BREAKOUT ,,
2022-02-09 06:48:13,INTRADAY : BUY WSTCSTPAPR ABOVE 274 SL 271 TARGET 277 - 280 - 283 ,,
2022-02-09 05:41:53, ,,
2022-02-09 05:41:47,DON'T MISS RUCHIRA... IT CAN GIVE A DECENT UPMOVE .... ,,
2022-02-09 05:38:28,"INTRADAY UPDATE

SPANDANA GIVEN A BUY AT 430 TOUCHED SECOND TARGET 440 (HIGH : 441.95) ",,
2022-02-09 05:34:05,"INTRADAY UPDATE

SUNTV GIVEN A BUY AT 521 TOUCHED ALMOST SECOND  TARGET 532 (HIGH : 531.70) ",,
2022-02-09 05:32:22,INTRADAY : BUY SPANDANA CMP 430 SL 425 TARGET 435 - 440 ,,
2022-02-09 05:27:49,"INTRADAY UPDATE

SUNTV GIVEN A BUY AT 521 TOUCHED FIRST TARGET 527 (HIGH : 527.95) ",,
2022-02-09 05:20:26,"INTRADAY UPDATE

ZUARIGLOB GIVEN ABV 169 TOUCHED FIRST TARGET 171 AND TOUCHED HIGH : 172 ",,
2022-02-09 05:13:12,INTRADAY : BUY FEDERALBNK CMP 102.35 SL 101 TARGET 104 - 106 ,,
2022-02-09 05:10:12,INTRADAY : BUY MALUPAPER CMP 33.40 SL 32 TARGET 35.50 - 37 - 38.40 ,,
2022-02-09 05:01:34,ZUARIGLOB CAN TARGET 175 - 177 INTRADAY AND ABOVE THAT CAN ALSO TARGET 185 - 187 ,,
2022-02-09 05:00:04,INTRADAY : BUY ZUARIGLOB ABOVE 169 SL 167 TARGET 171 - 173 - 175 ,,
2022-02-09 04:45:57,"INTRADAY

BUY JAYAGROGN SUSTAINING ABOVE 240 SL 237 TARGET 243 - 247 - 250 ",,
2022-02-09 04:38:40,INTRADAY : BUY EMMBI ABOVE 106.50 SL 104.50 TARGET 108.50 - 111 - 113 ,,
2022-02-09 04:34:59,"WATCHOUT..

DEEPINDS.. GIVEN AT 202 STARTED MOVING UP... NOW AT 208.95 ",,
2022-02-09 04:32:49,"DELIVERY

BUY DEEPINDS CMP 202 SL 179 TARGET 225 - 247 ",,
2022-02-09 04:19:21,INTRADAY : BUY DIGISPICE CMP 41.25 SL 40 TARGET 42.50 - 44.25 ,,
2022-02-09 04:08:45,"INTRADAY UPDATE

BANG GIVEN AT 41.35 TOUCHED FIRST TARGET 42.50 (HIGH : 42.80) ",,
2022-02-09 04:01:28,INTRADAY : BUY BANG CMP 41.35 SL 40 TARGET 42.50 - 44.75 ,,
2022-02-09 03:37:40, ,,
2022-02-09 03:28:14, ,,
2022-02-08 10:52:36, ,,
2022-02-08 09:58:00,BTST : GANESHHOUC CMP 219.40 ,,
2022-02-08 09:55:57,FLFL GIVEN AT 50.30 TOUCHED 50.60 AND IS NOW AT 50.10 ... EXIT ,,
2022-02-08 09:53:50,TVSELECT... ON UPPER CIRCUIT AT 264.60 ,,
2022-02-08 09:50:45,BIRLACABLE.. GIVEN AT 111 ROCKING AT 120+ ,,
2022-02-08 09:49:24,BTST : VASCONEQ CMP 32.80 ,,
2022-02-08 09:42:52,BTST : JKIL CMP 182 ,,
2022-02-08 09:15:22,50.85 - 51 ONLY HURDLE IN FLFL ,,
2022-02-08 09:13:49,INTRADAY : BUY FLFL CMP 50.30 SL 49 TARGET 51.50 - 53 - 55 ,,
2022-02-08 09:10:39,TVSELECT... ROCKING... FROM 238 TO 252+ ,,
2022-02-08 09:10:12,"INTRADAY UPDATE

BIRLACABLE GIVEN ABOVE 111 TOUCHED SECOND TARGET 115 ALSO (HIGH : 116.80) ",,
2022-02-08 09:08:44,CORRECTION TARGETS ARE PLACED AT 69 - 72 - 74 ,,
2022-02-08 09:06:39,INTRADAY : BUY CORDSCABLE CMP 66.50 SL 65 TARGET 67 - 69 - 71 ,,
2022-02-08 09:00:39,"INTRADAY UPDATE

BIRLACABLE GIVEN ABOVE 111 TOUCHED FIRST TARGET 113 AND MADE HIGH : 114.40 ",,
2022-02-08 08:59:46,"INTRADAY UPDATE

TVSELECT GIVEN ABOVE 238 TOUCHED SECOND TARGET 244 ALSO ",,
